Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Directorate of Agriculture and Assam Seed Corporation,ASC/487/UN/24-25/701 dt 6/7/24,2024_DAASC_37906_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,08-Jul-2024 10:00 AM,13-Aug-2024 05:30 PM,08-Jul-2024 10:00 AM,13-Aug-2024 05:00 PM,08-Jul-2024 10:00 AM ,15-Jul-2024 05:00 PM ,08-Jul-2024 10:00 AM,13-Aug-2024 05:00 PM,04-Sep-2024 04:00 PM,"34,933",Yes,fixed,,Nil,Nil,1.0,Date Extension Corrigendum,Date,,1.0,SBI Bank,"15,000",Nil,Nil,No,"Managing Director, Assam Seeds Corporation Ltd.","Assam Seeds Corporation Ltd. Khanapara,Guwahati-22",Procurement of Planting Materials (Ornamental Crops) for the year 2024-25,Procurement of Planting Materials (Ornamental Crops) for the year 2024-25,Please refer Tender documents. ,NA ,,Crop Products,Plants and Grafts ,Tender,90.0,365.0,Assam Seeds Corporation Ltd.,781022.0,NA ,NA ,NA ,"ASC Ltd. khanapara,Guwahati",No ,No,AOC,21-Oct-2024,"INR 888,000",365.0,Gunjanan Wailung Shyam,01-Feb-2025 02:48 PM,AOCORNA.pdf (2629.00 KB),supply of Plants & Grafts,1.0,236748.0,M/s Nisha Associates,INR,"37,800",1,235788,Asiatic Horticultural FaRm,13-Aug-2024 02:45 PM,Accepted-AOC,please refer minutes,01-Feb-2025 02:48 PM,Finance,Financial Opened,Gunjanan Wailung Shyam,13-Sep-2024 03:38 PM,,BOQ Comparative Chart,"Sri Bipul Das, ACS",Internal,,Gunjanan Wailung Shyam,08-Oct-2024 04:15 PM,finsummary_61599.pdf (15770.62 KB),Directorate of Agriculture and Assam Seed Corporation,2024_DAASC_37906_1,ASC/487/UN/24-25/701 dt 6/7/24,Procurement of Planting Materials (Ornamental Crops) for the year 2024-25,Technical,Technical Opened,Gunjanan Wailung Shyam,18-Aug-2024 12:57 PM,,"Sri Bipul Das, ACS",Internal,,Gunjanan Wailung Shyam,02-Sep-2024 03:03 PM,04-Sep-2024 04:00 PM,techsummary_61599.pdf (1669.98 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Seal and singed bid document,,,,,,,,,,,,,,,,2.0,Technical Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,236747.0,SAI ONE GROUP,INR,"29,212",2,235600,Daffodil Nursery Old,11-Aug-2024 04:39 PM,Rejected-AOC,please refer ASCL order,01-Feb-2025 02:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,236724.0,NIHARIKA ENTERPRISES,INR,"23,222",3,236709,Darjeeling Gardens Pvt Ltd,13-Aug-2024 03:24 PM,Accepted-AOC,please refer minutes,01-Feb-2025 02:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,236709.0,Darjeeling Gardens Pvt Ltd,INR,"88,800",4,236611,D&B Enterprise,13-Aug-2024 04:08 PM,Accepted-AOC,please refer minutes,01-Feb-2025 02:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,236611.0,D&B Enterprise,INR,0,5,234353,DHARITRI ENTERPRISE,09-Aug-2024 07:13 PM,Rejected-Technical,Please refer minutes,02-Sep-2024 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6.0,236363.0,IVNA ASSOCIATES,INR,"27,500",6,236363,IVNA ASSOCIATES,09-Aug-2024 07:28 PM,Accepted-AOC,please refer minutes,01-Feb-2025 02:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7.0,235788.0,Asiatic Horticultural FaRm,INR,"40,400",7,235682,Maa Durga Nursery,13-Aug-2024 03:09 PM,Rejected-Technical,Please refer minutes,02-Sep-2024 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8.0,235606.0,THARAD TRADING CO.,INR,0,8,235564,MR. LAKHI PRASAD GOGOI,07-Aug-2024 06:07 PM,Rejected-Technical,Please refer minutes,02-Sep-2024 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9.0,235441.0,M/S BHOWMIK ENTERPRISE,INR,"21,750",9,235459,M/S Arunudai Suppliers,12-Aug-2024 12:17 AM,Rejected-Technical,Please refer minutes,02-Sep-2024 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10.0,235257.0,M/S MAHAVIRA AGENCY,INR,"52,800",10,235441,M/S BHOWMIK ENTERPRISE,13-Aug-2024 03:45 PM,Accepted-AOC,please refer minutes,01-Feb-2025 02:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
