Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Industries and Commerce Department||Assam Industrial Infrastructure Development Corporation,AIIDC/3667/2023/82/6361 dt 8/7/2024,2024_ICD_37959_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Signed Bid Document,11-Jul-2024 06:00 PM,19-Aug-2024 03:00 PM,11-Jul-2024 06:00 PM,19-Aug-2024 02:00 PM,11-Jul-2024 06:00 PM ,19-Aug-2024 02:00 PM ,18-Jul-2024 10:00 AM,19-Aug-2024 02:00 PM,05-Oct-2024 01:00 PM,"6,11,000",Yes,fixed,,Nil,Nil,1.0,Addendum and Time Extension,Date,,1.0,SBI Bank,"7,000",Nil,Nil,No,MD AIIDC,"AIIDC, Bamunimaidam Ghy 21","Development of site by earth filling for Setting up of a New Industrial Estate at no two Dhemajibari Dist Biswanath, (2nd phase) Gr I","Development of site by earth filling for Setting up of a New Industrial Estate at no two Dhemajibari Dist Biswanath, (2nd phase) Gr I",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,180.0,180.0,Borgang Biswanath Charali,784167.0,NA ,NA ,NA ,Bamunimaidam Ghy,No ,No,AOC,03-Jan-2025,"INR 21,378,888.17",180.0,Ritumoni Pachani,07-Jan-2025 12:32 PM,Gr_I.pdf (307.00 KB),"Development of site by earth filling for Setting up of a New Industrial Estate at no two Dhemajibari Dist Biswanath, (2nd phase) Gr I",1.0,235390.0,Dochania and Company Private Limited,INR,"21,378,888.17",1,235390,Dochania and Company Private Limited,19-Aug-2024 12:03 PM,Accepted-AOC,Lowest Bidder,07-Jan-2025 12:32 PM,Finance,Bid opening summery,Ritumoni Pachani,07-Oct-2024 01:28 PM,finance_61682.pdf,BOQ Comparative Chart,MD AIIDC,Internal,"Jt. Director, O/o the CIC, EE PWD, Sr. FA O/o the CIC and OSD AIIDC",Ritumoni Pachani,09-Oct-2024 06:14 PM,finsummary_61682.pdf (2023.73 KB),Industries and Commerce Department||Assam Industrial Infrastructure Development Corporation,2024_ICD_37959_1,AIIDC/3667/2023/82/6361 dt 8/7/2024,"Development of site by earth filling for Setting up of a New Industrial Estate at no two Dhemajibari Dist Biswanath, (2nd phase) Gr I",Technical,Bid opening Summery,Ritumoni Pachani,19-Aug-2024 05:48 PM,,MD AIIDC,Internal,"Jt. Director, O/o the CIC, SE PWD, Sr. FA O/o the CIC and OSD AIIDC",Ritumoni Pachani,04-Oct-2024 06:53 PM,05-Oct-2024 01:00 PM,techsummary_61682.pdf (2165.57 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,236554,Harekrishna Talukdar,10-Aug-2024 03:09 PM,Rejected-Finance,Ref to Fin minutes,09-Oct-2024 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,235429,MADHU SUDAN BAISHYA,18-Aug-2024 08:32 PM,Rejected-Finance,Ref to Fin minutes,09-Oct-2024 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,236406,Md. Mojammil Hoque,09-Aug-2024 05:04 PM,Rejected-Technical,Ref to Tech Minutes,04-Oct-2024 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Justification of Rate Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,235495,M/S Sadguru Engineers & Allied Services Pvt. Ltd.,13-Aug-2024 06:43 PM,Rejected-Finance,Ref to Fin minutes,09-Oct-2024 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,235586,M/S T R Infra Developers,14-Aug-2024 08:45 PM,Rejected-Technical,Ref to Tech Minutesr,04-Oct-2024 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,237244,North East Contractors Pvt. Ltd.,19-Aug-2024 12:47 PM,Rejected-Technical,Ref to Tech Minutes,04-Oct-2024 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,235743,PANKAJ KHANIKAR,18-Aug-2024 01:59 PM,Rejected-Finance,Ref to Fin minutes,09-Oct-2024 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,235062,SAILAJA COMMERCIAL CONSTRUCTION PVT LTD,17-Aug-2024 02:17 PM,Rejected-Finance,Ref to Fin minutes,09-Oct-2024 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,235499,Sri Bhaskar Ranjan Patgiri,19-Aug-2024 12:46 PM,Rejected-Technical,Ref to Tech Minutes,04-Oct-2024 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
