Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,JJMA_46_LAB_2022_7370_76,2022_PHED_26204_4,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents as per Bid Document and Bid Security if in the form of BG,05-Jul-2022 10:00 AM,02-Aug-2022 03:00 PM,05-Jul-2022 10:00 AM,01-Aug-2022 04:00 PM,NA ,NA ,05-Jul-2022 11:00 AM,01-Aug-2022 04:00 PM,10-Oct-2022 12:00 PM,"1,00,000",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum,Date,,1.0,SBI Bank,"2,000",Nil,Nil,No,CE PHE Water Assam,"Hengrabari, Guwahati-36",PKG 4 Rate Contract for supply of Miscellaneous Items for laboratories under JJM Assam,PKG 4 Rate Contract for supply of different Miscellaneous Items for water sample test for various water testing laboratories under Jal Jeevan Mission Assam,Please refer Tender documents. ,NA ,0.0,Supply of Materials,NA ,Rate Contract,90.0,365.0,Guwahati,781035.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,AOC,11-Dec-2023,INR 1,365.0,Munmun Das,11-Dec-2023 06:17 PM,AOC_PKG_04.pdf (1294.00 KB),AOC,1.0,154595.0,Luit Construction,INR,1.0,1,154884,AMARENDRA NATH SARMA,01-Aug-2022 03:10 PM,Rejected-AOC,Not Empanelled,11-Dec-2023 06:20 PM,Finance,Financial Minutes,Munmun Das,03-Jun-2023 03:13 PM,finance_40510.pdf,BOQ Comparative Chart,D. Duarah,Internal,,Munmun Das,03-Jun-2023 04:05 PM,finsummary_40510.pdf (5584.26 KB),Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2022_PHED_26204_4,JJMA_46_LAB_2022_7370_76,PKG 4 Rate Contract for supply of Miscellaneous Items for laboratories under JJM Assam,Technical,Technical Opening Summary,Milan Kalita,30-Sep-2022 03:18 PM,technical_40510.pdf,D Talukdar,Internal,,Milan Kalita,30-Sep-2022 03:28 PM,10-Oct-2022 12:00 PM,techsummary_40510.pdf (1214.01 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,154929.0,DAL THOMS SCIENTIFIC,INR,1.0,2,154929,DAL THOMS SCIENTIFIC,01-Aug-2022 01:51 PM,Accepted-AOC,Empanelled,11-Dec-2023 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,154837,J. N. Trading,01-Aug-2022 10:12 AM,Rejected-AOC,Not Empanelled,11-Dec-2023 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,154595,Luit Construction,01-Aug-2022 12:37 PM,Accepted-AOC,Empanelled,11-Dec-2023 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,154840,M. M. Associates,01-Aug-2022 10:04 AM,Rejected-AOC,Not Empanelled,11-Dec-2023 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,154928,Molbiogen,01-Aug-2022 03:37 PM,Rejected-AOC,Not Empanelled,11-Dec-2023 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,154572,PLASTI SURGE INDUSTRIES PVT LTD,01-Aug-2022 03:47 PM,Rejected-Technical,Technically Non Responsive,30-Sep-2022 03:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,154070,r r enterprise,28-Jul-2022 07:45 PM,Rejected-AOC,Not Empanelled,11-Dec-2023 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,154862,SANTANA ENTERPRISE,01-Aug-2022 11:41 AM,Rejected-AOC,Not Empanelled,11-Dec-2023 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,154901,S. B. ENTERPRISE,01-Aug-2022 12:08 PM,Rejected-AOC,Not Empanelled,11-Dec-2023 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
