Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,JJMA_46_LAB_2022_7370_76,2022_PHED_26204_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents as per Bid Document and Bid Security if in the form of BG,05-Jul-2022 10:00 AM,09-Aug-2022 03:00 PM,05-Jul-2022 10:00 AM,08-Aug-2022 04:00 PM,NA ,NA ,05-Jul-2022 11:00 AM,08-Aug-2022 04:00 PM,10-Oct-2022 12:00 PM,"1,00,000",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum 2,Date,,1.0,SBI Bank,"2,000",Nil,Nil,No,CE PHE Water Assam,"Hengrabari, Guwahati-36",PKG 1 Rate Contract for supply of Chemicals Reagents AR GR Grade for laboratories under JJM Assam,PKG 1 Rate Contract for supply of different Chemicals / Reagents of AR/GR Grade for water sample test for various water testing laboratories under Jal Jeevan Mission Assam,Please refer Tender documents. ,NA ,0.0,Supply of Materials,NA ,Rate Contract,90.0,365.0,Guwahati,781035.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,AOC,11-Dec-2023,INR 1,365.0,Munmun Das,11-Dec-2023 05:29 PM,AOC_PKG_01.pdf (4762.00 KB),AOC,1.0,153746.0,S.B Suppliers,INR,1.0,1,154881,AMARENDRA NATH SARMA,08-Aug-2022 01:08 PM,Rejected-AOC,Not Empanelled,11-Dec-2023 05:38 PM,Finance,Financial Minutes,Munmun Das,01-Jun-2023 12:00 PM,finance_40506.pdf,BOQ Comparative Chart,D. Duarah,Internal,,Munmun Das,03-Jun-2023 03:37 PM,finsummary_40506.pdf (5584.26 KB),Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2022_PHED_26204_1,JJMA_46_LAB_2022_7370_76,PKG 1 Rate Contract for supply of Chemicals Reagents AR GR Grade for laboratories under JJM Assam,Technical,Technical Opening Summary,Milan Kalita,30-Sep-2022 03:11 PM,technical_40506.pdf,D Talukdar,Internal,,Milan Kalita,30-Sep-2022 03:20 PM,10-Oct-2022 12:00 PM,techsummary_40506.pdf (1904.19 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,2.0,Technical Corrigendum 2,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,154592.0,Luit Construction,INR,1.0,2,154873,ASSAM CHEMICALS & INSTRUMENTS CORPORATION,08-Aug-2022 12:03 PM,Accepted-AOC,Empanelled,11-Dec-2023 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,154638.0,PLANTERS,INR,1.0,3,154921,DAL THOMS SCIENTIFIC,08-Aug-2022 01:44 PM,Accepted-AOC,Empanelled,11-Dec-2023 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,154873.0,ASSAM CHEMICALS & INSTRUMENTS CORPORATION,INR,1.0,4,154838,J. N. Trading,08-Aug-2022 12:07 PM,Rejected-AOC,Not Empanelled,11-Dec-2023 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,154921.0,DAL THOMS SCIENTIFIC,INR,1.0,5,154592,Luit Construction,08-Aug-2022 11:25 AM,Accepted-AOC,Empanelled,11-Dec-2023 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,154638,PLANTERS,01-Aug-2022 03:12 PM,Accepted-AOC,Empanelled,11-Dec-2023 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,154078,r r enterprise,28-Jul-2022 05:58 PM,Rejected-AOC,Not Empanelled,11-Dec-2023 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,154750,SANTANA ENTERPRISE,08-Aug-2022 12:10 PM,Rejected-AOC,Not Empanelled,11-Dec-2023 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,154832,S. B. ENTERPRISE,31-Jul-2022 05:31 PM,Rejected-AOC,Not Empanelled,11-Dec-2023 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,153746,S.B Suppliers,08-Aug-2022 01:09 PM,Accepted-AOC,Empanelled,11-Dec-2023 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
