Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,DVT-223/RIDF-XXVII (S)/Barpeta/2022-23/24,2023_AHVD_31745_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,20-Jul-2023 06:00 PM,18-Aug-2023 02:30 PM,20-Jul-2023 06:00 PM,17-Aug-2023 02:00 PM,NA ,NA ,27-Jul-2023 03:00 PM,17-Aug-2023 02:00 PM,21-Sep-2023 09:00 AM,"67,420",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"1,200",Nil,Nil,No,Director,"OFFICE OF THE DIRECTOR, ANIMAL HUSBANDRY and VETERINARY DEPARTMENT, ASSAM, CHENIKUTHI, GUWAHATI -3","CONSTRUCTION OF ASSAM TYPE SUB-CENTRE BUILDING WITH ELECTRIFICATION, WATER SUPPLY AND SANITARY WORKS ETC. AT BARNAGAR IN BARPETA DISTRICT","CONSTRUCTION OF ASSAM TYPE SUB-CENTRE BUILDING WITH ELECTRIFICATION, WATER SUPPLY AND SANITARY WORKS ETC. AT BARNAGAR IN BARPETA DISTRICT",Please refer Tender documents. ,NA ,"33,71,000",Civil Works,NA ,Tender,180.0,180.0,BARNAGAR,781317.0,"O/o The AHVD, ASSAM, CHENIKUTHI ","OFFICE OF THE DIRECTOR, ANIMAL HUSBANDRY and VETERINARY DEPARTMENT, ASSAM, CHENIKUTHI, GUWAHATI -3 ",26-Jul-2023 01:00 PM ,"O/o The AHVD, ASSAM, CHENIKUTHI",No ,No,AOC,04-Dec-2023,"INR 2,511,394.99",180.0,NARESWAR THAKURIA,04-Dec-2023 04:02 PM,Aoc.pdf (198.00 KB),1.0,195473.0,LDM ASSOCIATES,INR,"2,511,394.99",1,195047,Bubul Uddin Ahmed,11-Aug-2023 07:00 PM,Rejected-AOC,awarded to L1,04-Dec-2023 04:03 PM,Finance,OPENED,NIBARAN DAS,21-Sep-2023 12:37 PM,,BOQ Comparative Chart,Director,Internal,,NARESWAR THAKURIA,04-Dec-2023 04:01 PM,finsummary_50863.pdf (291.32 KB),Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,2023_AHVD_31745_1,DVT-223/RIDF-XXVII (S)/Barpeta/2022-23/24,"CONSTRUCTION OF ASSAM TYPE SUB-CENTRE BUILDING WITH ELECTRIFICATION, WATER SUPPLY AND SANITARY WORKS ETC. AT BARNAGAR IN BARPETA DISTRICT",Technical,technical bid has been opened,NIBARAN DAS,25-Aug-2023 05:57 PM,,NARESWAR THAKURIA,Internal,,NARESWAR THAKURIA,20-Sep-2023 07:09 PM,21-Sep-2023 09:00 AM,techsummary_50863.pdf (10202.36 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,195407,EKHTYIAR AHMEN,17-Aug-2023 01:18 AM,Rejected-Technical,AS PER MINUTES OF TENDER,20-Sep-2023 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,195488,Hiya Construction,17-Aug-2023 01:54 PM,Rejected-Technical,AS PER MINUTES OF TENDER,20-Sep-2023 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Proper financial rate justification with analysis if applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,195473,LDM ASSOCIATES,17-Aug-2023 12:33 PM,Accepted-AOC,awarded,04-Dec-2023 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,195372,Mantu Choudhury,16-Aug-2023 06:58 PM,Rejected-AOC,awarded to L1,04-Dec-2023 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,195455,Md. Faruk Hussain Talukdar,17-Aug-2023 11:45 AM,Rejected-Technical,AS PER MINUTES OF TENDER,20-Sep-2023 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,195463,NABAJIT NATH,17-Aug-2023 11:50 AM,Rejected-Technical,AS PER MINUTES OF TENDER,20-Sep-2023 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,195251,NORTH EAST PRODUCTS,16-Aug-2023 10:17 PM,Rejected-Technical,AS PER MINUTES OF TENDER,20-Sep-2023 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,195375,Rehena parbin,17-Aug-2023 12:29 PM,Rejected-Technical,AS PER MINUTES OF TENDER,20-Sep-2023 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,195416,SAFIKUL ISLAM,17-Aug-2023 09:24 AM,Rejected-AOC,awarded to L1,04-Dec-2023 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
