Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Eastern Assam Circle, Jorhat||Digboi Division",DIG/NIT/72 dated. 07-06-2023,2023_PCCF_31244_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan copy of Eligibility Criteria Documents,17-Jun-2023 02:00 PM,10-Jul-2023 11:00 AM,18-Jun-2023 02:30 PM,07-Jul-2023 03:00 PM,NA ,NA ,20-Jun-2023 11:00 AM,07-Jul-2023 03:00 PM,19-Jul-2023 01:30 PM,"43,076",Yes,percentage,2.0%,Nil,Nil,1.0,CORRECTION CORRIGENDUM,BOQ,,1.0,SBI Bank,500.0,Nil,Nil,Yes,"DIVISIONAL FOREST OFFICER, DIGBOI DIVISION, DIGBOI","Office of the DFO, Digboi Division, Digboi","Erection of Fencing of 20.0 ha Block Plantation (AR) under CAMPA Scheme at Lakla, Jagun, Tinkopani RF under Jagun Range","Erection of Fencing of 20.0 ha Block Plantation (AR) under CAMPA Scheme at Lakla, Jagun, Tinkopani RF under Jagun Range",Please refer tender documents ,NA ,"21,53,800",Construction Works,NA ,Tender,60.0,60.0,Jagun Range under Digboi Forest Division,786171.0,"Office of the DFO, Digboi Division, Digboi ","Office of the DFO, Digboi Division, Digboi ",19-Jun-2023 11:30 AM ,"Office of the DFO, Digboi Division, Digboi",No ,No,AOC,27-Oct-2023,"INR 2,153,800",60.0,Tc Ranjith Ram,27-Oct-2023 01:28 PM,workorder.pdf (178.00 KB),"Contract has been awarded to M/S SS enterprise, and offline work order had been issued dtd 18/09/2023",1.0,189132.0,S S ENTERPRISE,INR,"1,938,420",1,189277,BIMAL DEORI,07-Jul-2023 01:17 PM,Rejected-Finance,"Rejected, High Bid",27-Oct-2023 01:22 PM,Finance,Financial Bid has been opened,Tc Ranjith Ram,27-Oct-2023 01:11 PM,,BOQ Comparative Chart,HOD,Internal,HOD,Tc Ranjith Ram,27-Oct-2023 01:22 PM,finsummary_49994.pdf (120.42 KB),"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Eastern Assam Circle, Jorhat||Digboi Division",2023_PCCF_31244_1,DIG/NIT/72 dated. 07-06-2023,"Erection of Fencing of 20.0 ha Block Plantation (AR) under CAMPA Scheme at Lakla, Jagun, Tinkopani RF under Jagun Range",Technical,Technical Bid Opened,Tc Ranjith Ram,19-Jul-2023 01:06 PM,,HOD,Internal,,Tc Ranjith Ram,19-Jul-2023 01:17 PM,19-Jul-2023 01:30 PM,techsummary_49994.pdf (80.29 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Additional Technical Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,189152,DIGITECH,07-Jul-2023 12:09 AM,Rejected-Finance,"Rejected,high bid",27-Oct-2023 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Tender Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,189172,GOPAL CHETRY,06-Jul-2023 09:31 AM,Rejected-Finance,"Rejected, High Bid",27-Oct-2023 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,189387,hima enterprise,07-Jul-2023 12:15 PM,Rejected-Finance,"Rejected, High bid",27-Oct-2023 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,189176,MANOB JYOTI GOGOI AND COMPANY,06-Jul-2023 09:53 AM,Rejected-Finance,"Rejected, High Bid",27-Oct-2023 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,188917,M/S J R ENTERPRISE,06-Jul-2023 09:17 PM,Rejected-Finance,"Rejected, Lowest Turnover",27-Oct-2023 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,189361,SHREE KRISHNA STEELS,07-Jul-2023 09:56 AM,Rejected-Finance,"Rejected, Lowest Turnover",27-Oct-2023 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,189132,S S ENTERPRISE,06-Jul-2023 08:21 AM,Accepted-AOC,Lowest Bid,27-Oct-2023 01:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,189178,Utpal Chetia,06-Jul-2023 10:11 AM,Rejected-Finance,"Rejected, High Bid",27-Oct-2023 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,188203,VISION ENTERPRISE,23-Jun-2023 02:48 PM,Rejected-Finance,"Rejected, Lowest Turnover",27-Oct-2023 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
