Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,CE/Commn/01/ RIDF-XXVIII/2022-23/5,2023_PWD_30321_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Payment Status,03-Apr-2023 04:00 PM,24-Apr-2023 02:30 PM,03-Apr-2023 04:00 PM,24-Apr-2023 02:00 PM,03-Apr-2023 04:00 PM ,24-Apr-2023 12:00 PM ,03-Apr-2023 04:00 PM,24-Apr-2023 02:00 PM,10-May-2023 11:10 AM,"11,21,000",Yes,fixed,,Nil,Nil,1.0,Correction of item description,Financial Bid,,1.0,SBI Bank,"10,000",Nil,Nil,No,"Chief Engineer, PWRD, Assam, Chandmari, Ghy-03","O/o Chief Engineer, PWRD, Assam, Chandmari, Ghy-03",RE/RIDF-XXVIII/Nowboicha/1,Construction of road on Dikrong right bank Embankment from Harmutty Railway guide bundh to Madhupur (0.00m to 2750.00m and Ch. 4050m to 5000m Total L-3.70 KM) under RIDF-XXVIII of NABARD (MMMPA) for the year 2022-23 of Nowboicha LAC,Please refer Tender documents. ,NA ,"5,60,55,000",Civil Works – Roads,NA ,Tender,180.0,365.0,Nowboicha,787023.0,NA ,NA ,NA ,"O/o Chief Engineer, PWRD, Assam, Chandmari, Ghy-03",No ,No,AOC,06-Oct-2023,"INR 50,449,500",365.0,CHANDAN DEKA,06-Oct-2023 04:07 PM,npw_nowboicha_sahu.pdf (234.00 KB),1.0,184396.0,Rajib Sahu,INR,"50,449,500",1,184360,BIMAN MUKHARJEE,24-Apr-2023 12:38 PM,Rejected-AOC,Not Awarded,06-Oct-2023 04:07 PM,Finance,Financial,CHANDAN DEKA,10-May-2023 04:55 PM,,BOQ Comparative Chart,S.Shyam,Internal,,CHANDAN DEKA,06-Oct-2023 04:05 PM,finsummary_48673.pdf (233.69 KB),Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,2023_PWD_30321_4,CE/Commn/01/ RIDF-XXVIII/2022-23/5,RE/RIDF-XXVIII/Nowboicha/1,Technical,Technically Qualified,CHANDAN DEKA,09-May-2023 04:55 PM,,S. Shyam,Internal,,CHANDAN DEKA,10-May-2023 11:02 AM,10-May-2023 11:10 AM,techsummary_48673.pdf (281.42 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Technical qualification details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,183618,BINIT KUMAR AGARWALLA,21-Apr-2023 12:32 PM,Rejected-AOC,Not Awarded,06-Oct-2023 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,184030,Hriday Ranjan Saikia,22-Apr-2023 01:00 PM,Rejected-AOC,Not Awarded,06-Oct-2023 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,184152,Khagen Konch,23-Apr-2023 03:18 PM,Rejected-AOC,Not Awarded,06-Oct-2023 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,Bill of quanitity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,184196,Lakhi Chutia,21-Apr-2023 07:05 PM,Rejected-AOC,Not Awarded,06-Oct-2023 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,183994,M/S A.M. CONSTRUCTION,23-Apr-2023 04:29 PM,Rejected-AOC,Not Awarded,06-Oct-2023 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,184377,M/S BIMAL KUMAR AGARWALA,23-Apr-2023 05:29 PM,Rejected-AOC,Not Awarded,06-Oct-2023 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,183969,Ms Gunjan Construction,22-Apr-2023 08:30 PM,Rejected-AOC,Not Awarded,06-Oct-2023 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,183670,Putul Baruah,23-Apr-2023 07:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,09-May-2023 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,184396,Rajib Sahu,24-Apr-2023 11:32 AM,Accepted-AOC,Awarded,06-Oct-2023 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
