Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forestes (T) (Lower Assam Zone)||Central Assam Circle||Goalpara Division,Erection of fencing Tender/GCP/24-25/2752,2024_PCCF_38775_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,05-Sep-2024 11:00 AM,27-Sep-2024 12:00 PM,05-Sep-2024 12:00 PM,27-Sep-2024 11:00 AM,NA ,NA ,13-Sep-2024 11:00 AM,27-Sep-2024 11:00 AM,29-Oct-2024 04:00 PM,"2,61,309",No,percentage,2.0%,Nil,Nil,1.0,Corrigendum for site visit,Technical Bid,,1.0,SBI Bank,400.0,Nil,Nil,No,DFO IFS,"Forest Colony, Baladmari, GOALPARA-783121","Erection of fencing at Kumarkhali RF, Lakhipur","Erection of fencing at Kumarkhali RF, Lakhipur",Please refer Tender documents. ,NA ,"1,30,65,426",Civil Works,NA ,Tender,180.0,180.0,"Kumarkhali RF, Lakhipur",783121.0,Offline ,"Forest Colony, Baladmari, GOALPARA-783121 ",11-Sep-2024 11:00 AM ,"Forest Colony, Baladmari, GOALPARA-783121",No ,No,AOC,09-Apr-2025,"INR 1,175,883",60.0,TEJAS MARISWAMY,24-Apr-2025 06:01 PM,workorderKumarkhali.pdf (532.00 KB),1.0,240722.0,Sri Dharmeswar Pathak,INR,"1,175,883",1,241022,ABDUL AOWAL,26-Sep-2024 09:37 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Oct-2024 11:20 AM,Finance,"In financial Bid, out of 3 Bidders 1(one) bidder is Voluntary withdrawn his Bid and remaining 2 bidders, 1 Bidder is selected on the basis of highest value of work experience in HEC areas amongst the Bidders.",TEJAS MARISWAMY,04-Nov-2024 08:51 PM,finance_62769.pdf,BOQ Comparative Chart,"Tejas Mariswamy, DFO",Internal,"Subimal Kundu, ACF",TEJAS MARISWAMY,04-Nov-2024 09:26 PM,finsummary_62769.pdf (242.70 KB),Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forestes (T) (Lower Assam Zone)||Central Assam Circle||Goalpara Division,2024_PCCF_38775_1,Erection of fencing Tender/GCP/24-25/2752,"Erection of fencing at Kumarkhali RF, Lakhipur",Technical,It is found that there are 17 nos. bidders have participated in the same tender and bid documents are scrutiny by evaluation committee 3 nos. bidder technically qualified.,TEJAS MARISWAMY,29-Oct-2024 11:20 AM,technical_62769.pdf,"Tejas Mariswamy, DFO",Internal,"Subimal Kundu, ACF",TEJAS MARISWAMY,29-Oct-2024 11:30 AM,29-Oct-2024 04:00 PM,techsummary_62769.pdf (808.37 KB),AOC
,,,,,,,,,,,,,,,,.pdf,bid documents to be downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,240951,Airsense,25-Sep-2024 07:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Oct-2024 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,240632,ALIMUDDIN MONDAL,25-Sep-2024 10:33 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Oct-2024 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,239714,Alokesh Bhuyan,26-Sep-2024 10:42 PM,Not Admitted-Finance,Others-Voluntary withdrawn by the Bidder.,04-Nov-2024 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,240614,Anurag Baishya,25-Sep-2024 04:43 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Oct-2024 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,240424,Ashok Kumar Ghosh,26-Sep-2024 08:10 PM,Not Admitted-Finance,Others-Work experience value lower than selected Bidder.,04-Nov-2024 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,241056,Debadib Das,26-Sep-2024 09:09 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Oct-2024 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,240959,GLOBAL ENTERPRISE,26-Sep-2024 12:38 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Oct-2024 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,241081,J D ASSOCIATES,26-Sep-2024 10:36 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Oct-2024 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,240962,M/S BHOWMIK ENTERPRISE,26-Sep-2024 06:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Oct-2024 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
