Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,NHM/GMCH/PART-IV/391/2002,2024_HFWD_37204_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical qualification document,13-Mar-2024 04:00 PM,10-Apr-2024 04:00 PM,13-Mar-2024 04:00 PM,10-Apr-2024 02:00 PM,NA ,NA ,28-Mar-2024 11:00 AM,10-Apr-2024 02:00 PM,27-Jun-2024 04:00 PM,"50,000",No,fixed,,Nil,Nil,1.0,Corrigendum Notice,BOQ,,1.0,SBI Bank,"2,000",Nil,Nil,No,"Superintendent, GMCH","GMCH, Bhangagarh, Guwahati- 32","supply of medicines, surgical items and consumables for the department of O and G (CS and Normal Delivery) and Pediatrics (NICU and PICU) GMCH, Guwahati 32","supply of medicines, surgical items and consumables for the department of O and G (CS and Normal Delivery) and Pediatrics (NICU and PICU) GMCH, Guwahati 32",Please refer Tender documents. ,NA ,,Medicines,NA ,Tender,365.0,365.0,"GMCH, Bhangagarh, Guwahati- 32",781032.0,"Office of the Superintendent, GMCH ","Office of the Superintendent, GMCH ",20-Mar-2024 11:30 AM ,"Office of the Superintendent, GMCH",No ,No,AOC,17-Jul-2024,"INR 78,284.46",257.0,Arun Bikash Hazarika,18-Jul-2024 04:42 PM,Approvedlist.pdf (15328.00 KB),1.0,231316.0,ADELINE PHARMACEUTICALS PRIVATE LIMITED,INR,"1,624",1,231275,AARK PHARMACEUTICALS,01-Apr-2024 05:48 PM,Rejected-Technical,"Hard copy not submitted in the drop box. Accordingly, the bidder was summarily rejected",27-Jun-2024 12:37 PM,Finance,Financial bid has been opened for evaluation,Arun Bikash Hazarika,27-Jun-2024 05:21 PM,,BOQ Comparative Chart,"Superintendent, GMCH",Internal,,Arun Bikash Hazarika,04-Jul-2024 05:52 PM,finsummary_60619.pdf (17967.16 KB),Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,2024_HFWD_37204_1,NHM/GMCH/PART-IV/391/2002,"supply of medicines, surgical items and consumables for the department of O and G (CS and Normal Delivery) and Pediatrics (NICU and PICU) GMCH, Guwahati 32",Technical,Technical bids have been opened for evaluation,Lipseeta Deka,10-Apr-2024 04:22 PM,,"Superintendent cum Member Secretary, GMCH",Internal,,Arun Bikash Hazarika,27-Jun-2024 12:37 PM,27-Jun-2024 04:00 PM,techsummary_60619.pdf (17653.42 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,2.0,Tender Extension Notice,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,231484.0,SURAVI ENTERPRISE,INR,25.26,2,231316,ADELINE PHARMACEUTICALS PRIVATE LIMITED,04-Apr-2024 12:13 PM,Accepted-AOC,Identified as L1 by the financial committee,18-Jul-2024 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,231488.0,M/S NRSB NON WOVEN FABRICS LLP,INR,106.75,3,231536,Atlantis Healthcare,02-Apr-2024 10:48 PM,Accepted-AOC,Identified as L1 by the financial committee,18-Jul-2024 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,231536.0,Atlantis Healthcare,INR,"7,360.88",4,232313,Biosis Medical Services,10-Apr-2024 11:30 AM,Rejected-AOC,Not awarded as rates quoted are higher than 10 percent of previous rate,18-Jul-2024 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5.0,231701.0,MEDISYS,INR,111.44,5,231949,B.M. PHARMA & HEALTHCARE PVT.LTD.,10-Apr-2024 12:40 PM,Accepted-AOC,Identified as L1 by the financial committee,18-Jul-2024 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6.0,231721.0,S R ENTERPRISE,INR,157.92,6,232364,DEBANJALI DEY,10-Apr-2024 01:50 PM,Accepted-AOC,Identified as L1 by the financial committee,18-Jul-2024 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7.0,231726.0,M B Traders,INR,"7,409.36",7,232351,DRUG HOME,10-Apr-2024 11:54 AM,Accepted-AOC,Identified as L1 by the financial committee,18-Jul-2024 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8.0,231747.0,NEW KAVITA DRUGS AND SURGICALS,INR,"1,762.69",8,231866,FREEDOM MEDICAL SERVICES,03-Apr-2024 05:00 PM,Accepted-AOC,Identified as L1 by the financial committee,18-Jul-2024 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9.0,231754.0,M/S MEDICINE PARK,INR,424.48,9,232164,GRD Pharmaceuticals,10-Apr-2024 10:38 AM,Rejected-AOC,Not awarded as rates quoted are higher than 10 percent of previous rate,18-Jul-2024 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10.0,231829.0,Jyoti Pharmaceuticals,INR,464.8,10,232345,GRD Pharmaceuticals Unit II,10-Apr-2024 12:27 PM,Rejected-AOC,Not awarded as rates quoted are higher than 10 percent of previous rate,18-Jul-2024 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
