Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_24_JJM_PB_23_24_T_20572_78,2024_PHED_35575_1,Yes,Open Tender,Works,Works,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,20-Jan-2024 10:00 AM,19-Feb-2024 03:00 PM,20-Jan-2024 10:00 AM,17-Feb-2024 04:00 PM,NA ,NA ,20-Jan-2024 12:00 PM,17-Feb-2024 04:00 PM,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,"CHIEF ENGINEER (PHE) WATER, ASSAM","HENGRABARI, GUWAHATI-36",PKG 01 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PWSS UNDER REMOTE AREAS TO BE EXECUTED UNDER JJM ASSAM,PKG 01 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PIPED WATER SUPPLY SCHEMES TO BE EXECUTED UNDER JAL JEEVAN MISSION ASSAM FOR PHE DIVISIONS OF REMOTE AREAS ie UNDER DHEMAJI AND MAJULI DISTRICTS AND SADIA SUBDIVISION OF TINSUKIA DISTRICT OF ASSAM,Please refer Tender documents. ,NA ,0.0,Civil Works - Water Works,NA ,Tender,180.0,365.0,DHEMAJI,787057.0,NA ,NA ,NA ,"O/O THE CHIEF ENGINEER (PHE) WATER, ASSAM",No ,No,AOC,11-Jul-2024,INR 1,365.0,Debarshi Mahanta,11-Jul-2024 03:21 PM,REMOTE_AREAS_Pkg_01_RFP-44_31.pdf (2521.00 KB),1,221682,BRAHMAPUTRA COMMERCE AND TRADE,INR,1,1,224390,BORBORAH AND SONS,08-Feb-2024 03:05 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,Finance,Opening Summery,Debarshi Mahanta,10-Jul-2024 01:31 PM,finance_58167.pdf,BOQ Comparative Chart,Chief Engineer,Internal,,Debarshi Mahanta,11-Jul-2024 01:07 PM,finsummary_58167.pdf (3330.80 KB),Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2024_PHED_35575_1,PHE_24_JJM_PB_23_24_T_20572_78,PKG 01 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PWSS UNDER REMOTE AREAS TO BE EXECUTED UNDER JJM ASSAM,Chief Engineer,Internal,,Debarshi Mahanta,11-Jul-2024 12:49 PM,techsummary_58167.pdf (3330.80 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,222598,CHIRAN KUMAR GOGOI,INR,1,2,221682,BRAHMAPUTRA COMMERCE AND TRADE,20-Jan-2024 07:23 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,223553,DHARMENDRA DAS,INR,1,3,224396,CHANDRA KANTA DIHINGIA,08-Feb-2024 03:46 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,223556,MAHESH ROY,INR,1,4,222598,CHIRAN KUMAR GOGOI,27-Jan-2024 03:03 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,223559,RIPUN DAS,INR,1,5,225486,DEVAJIT BORAH,14-Feb-2024 07:32 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,224067,PANKAJ CHUTIA,INR,1,6,223553,DHARMENDRA DAS,01-Feb-2024 01:20 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,224229,PRAFULLA DOLEY,INR,1,7,225942,GHANA KRISHNA BORGOHAIN,16-Feb-2024 02:09 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,224390,BORBORAH AND SONS,INR,1,8,226278,GLOBAL POWER AND ENGINEERS,17-Feb-2024 01:23 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,224396,CHANDRA KANTA DIHINGIA,INR,1,9,226403,Hitech Industries,17-Feb-2024 03:30 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,224414,PRIYA GOHAIN,INR,1,10,225417,Ilakshi Borgohain,14-Feb-2024 02:52 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,225014,MAHADEB DAS,INR,1,11,225724,JAYSHREE ELECTRICALS,15-Feb-2024 06:55 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
