Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Industries and Commerce Department||North East Gas Distribution Company Limited,NEGDCL/STEEL-PL/TN/2024-25/09,2024_ICD_39848_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,09-Oct-2024 03:00 PM,29-Oct-2024 04:00 PM,09-Oct-2024 03:00 PM,29-Oct-2024 01:00 PM,NA ,NA ,21-Oct-2024 10:00 AM,29-Oct-2024 01:00 PM,13-Nov-2024 09:30 AM,"40,68,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum01,BOQ,,1.0,SBI Bank,"26,000",Nil,Nil,No,CPM,"North East Gas Distribution Company Limited 5th Floor, Central Mall, GS Road, Christian Basti, Kamrup, Assam 781005, India","HIRING OF CONTRACTORS FOR LAYING OF 4, 6 AND 8 INCH 3-LPE COATED STEEL LINE PIPE",HIRING OF CONTRACTORS FOR LAYING OF 4 6 AND 8 INCH PIPELINE IN SONITPUR BISWANATH AND MANGALDOI,Please refer Tender documents. ,NA ,,Pipe Laying Works,NA ,Tender,180.0,NA ,North Bank Assam,781005.0,NA ,NA ,NA ,Online,No ,No,AOC,04-Mar-2025,"INR 516,564,636.45",365.0,Paramananda Das,04-Mar-2025 01:05 PM,AOC-SteelLaying.pdf (3576.00 KB),1.0,246315.0,Bordubi Engineering works,INR,"94,504,090.63",1,246315,Bordubi Engineering works,24-Oct-2024 10:46 PM,Accepted-AOC,Accepted,04-Mar-2025 01:06 PM,Finance,PBO Recommendation,Paramananda Das,11-Dec-2024 09:55 AM,finance_64595.pdf,BOQ Comparative Chart,CPM,Internal,Award Recommendation,Paramananda Das,11-Dec-2024 10:31 PM,finsummary_64595.pdf (2480.98 KB),Industries and Commerce Department||North East Gas Distribution Company Limited,2024_ICD_39848_1,NEGDCL/STEEL-PL/TN/2024-25/09,"HIRING OF CONTRACTORS FOR LAYING OF 4, 6 AND 8 INCH 3-LPE COATED STEEL LINE PIPE",Technical,PBO Recommendation,Paramananda Das,12-Nov-2024 06:19 PM,technical_64595.pdf,CPM,Internal,,Paramananda Das,12-Nov-2024 06:30 PM,13-Nov-2024 09:30 AM,techsummary_64595.pdf (1639.89 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,CORR04,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,246236.0,RUDRI INFRASTRUCTURE,INR,"67,437,851.33",2,246384,DS PIPELINE PROJECTS PVT LTD,29-Oct-2024 12:05 PM,Rejected-Finance,L6 in BoQ5,11-Dec-2024 10:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Corrigendum03,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,246104.0,Vichitra Constructions Pvt Ltd,INR,"167,922,498.85",3,246377,Inderjit Mehta Constructions Private Limited,29-Oct-2024 11:56 AM,Rejected-Finance,L9 in BoQ5,11-Dec-2024 10:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,245632.0,M/s Pawan Communications Private Limited,INR,"186,700,195.63",4,245778,M/s J. M. ENGINEERING & CO.,29-Oct-2024 11:06 AM,Rejected-Finance,L6 in BoQ1,11-Dec-2024 10:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,246187,M/s. Mansi Ganga Builders & Engineers Pvt. Ltd.,25-Oct-2024 12:28 PM,Rejected-Finance,L5 in BoQ5,11-Dec-2024 10:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,245632,M/s Pawan Communications Private Limited,28-Oct-2024 11:38 AM,Accepted-AOC,Accepted,04-Mar-2025 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,245618,Rudra Gas Enterprise Limited,28-Oct-2024 07:40 PM,Rejected-Finance,L8 in BoQ5,11-Dec-2024 10:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,246236,RUDRI INFRASTRUCTURE,28-Oct-2024 09:05 PM,Accepted-AOC,Accepted,04-Mar-2025 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,245616,Shanti Infraconstruct Pvt. Ltd.,23-Oct-2024 03:23 PM,Rejected-Finance,L3 in BoQ5,11-Dec-2024 10:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,245836,TIRATNA ENTERPRISE,24-Oct-2024 10:25 PM,Rejected-Finance,L7 in BoQ5,11-Dec-2024 10:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
