Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests Social Forestry||Upper Assam Social Forestry Circle||Sivasagar Social Forestry Division,B/SF/Single Planting NH-52/Tender/2023-24,2024_PCCF_37262_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical document,14-Mar-2024 05:15 PM,06-Apr-2024 03:30 PM,15-Mar-2024 11:00 AM,04-Apr-2024 03:00 PM,NA ,NA ,18-Mar-2024 03:00 PM,04-Apr-2024 03:00 PM,20-Aug-2024 12:00 PM,"1,06,720",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,200.0,Nil,Nil,Yes,"DFO,SF","O/o the DFO, SF Division, Sivasagar, Pin785640",Supply of goat proof fencing fitted with wooden post alongwith bamboo posts of single planting for NH-52 under Tree plantation scheme,Supply of goat proof fencing fitted with wooden post alongwith bamboo posts of single planting for NH-52 under Tree plantation scheme,Please refer Tender documents. ,NA ,"53,36,000",Civil Works,NA ,Tender,120.0,90.0,NH-52 from Sapekhati Chariali to Desang RCC Bridge,785705.0,"DFO,SF,Sivasagar,785640 ","O/o the DFO, SF Division, Sivasagar, Pin785640 ",16-Mar-2024 11:30 AM ,"DFO,SF,Sivasagar,785640",No ,No,AOC,18-Mar-2025,"INR 4,802,400",90.0,Holiram Saikia,18-Mar-2025 04:12 PM,WO.pdf (182.00 KB),1.0,231899.0,Putul Saikia,INR,"4,802,400",1,231599,Anurag Baishya,01-Apr-2024 04:45 PM,Rejected-Finance,Refer to Financial Evaluation Minutes,18-Mar-2025 04:05 PM,Finance,Financial bid has been open,Holiram Saikia,18-Mar-2025 03:55 PM,,BOQ Comparative Chart,"DFO, SF Sivasagar",Internal,,Holiram Saikia,18-Mar-2025 04:05 PM,finsummary_60706.pdf (304.68 KB),Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests Social Forestry||Upper Assam Social Forestry Circle||Sivasagar Social Forestry Division,2024_PCCF_37262_1,B/SF/Single Planting NH-52/Tender/2023-24,Supply of goat proof fencing fitted with wooden post alongwith bamboo posts of single planting for NH-52 under Tree plantation scheme,Technical,Technical Bid has been opened,Bidyadhar Sonowal,07-Jun-2024 11:51 AM,,"DFO,SF,Sivasagar",Internal,,Holiram Saikia,17-Aug-2024 05:09 PM,20-Aug-2024 12:00 PM,techsummary_60706.pdf (204.44 KB),1.0,Corrigendum,Corrigendum,18-Mar-2025 02:52 PM,Corrigendum.pdf ,69.5,Financial Opening,AOC
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,231646,Bokul Deka,02-Apr-2024 01:00 PM,Rejected-Technical,Technicaly disqualified,17-Aug-2024 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,231581,BUDHESWAR BURAGOHAIN,04-Apr-2024 11:12 AM,Rejected-Finance,Refer to Financial Evaluation Minutes,18-Mar-2025 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,231897,Diganta Sonowal,04-Apr-2024 12:24 PM,Rejected-Technical,Technicaly disqualified,17-Aug-2024 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,231985,Ershad Ibrahim Zaman,04-Apr-2024 02:33 PM,Rejected-Finance,Refer to Financial Evaluation Minutes,18-Mar-2025 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,231122,Gauri Constructions and Services,02-Apr-2024 01:37 PM,Rejected-Technical,Technicaly disqualified,17-Aug-2024 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,231824,MANOJ THAKUR,03-Apr-2024 09:17 AM,Rejected-Technical,Technicaly disqualified,17-Aug-2024 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,231944,Monjit Likson,04-Apr-2024 11:42 AM,Rejected-Finance,Refer to Financial Evaluation Minutes,18-Mar-2025 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,231497,M/S BHOWMIK ENTERPRISE,02-Apr-2024 11:13 PM,Rejected-Finance,Refer to Financial Evaluation Minutes,18-Mar-2025 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,231956,M/s KALITA CONSTRUCTION,04-Apr-2024 12:14 PM,Rejected-Technical,Technicaly disqualified,17-Aug-2024 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
