Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Irrigation Department||Chief Engineer(Major)-Irrigation Dept,01_RIDF_XXX_2024_25 Date_21_09_2024,2024_ID_39149_32,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,25-Sep-2024 06:00 PM,19-Oct-2024 10:00 AM,25-Sep-2024 06:15 PM,18-Oct-2024 01:00 PM,NA ,NA ,27-Sep-2024 10:00 AM,18-Oct-2024 01:00 PM,24-Dec-2024 12:00 PM,"56,566",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,600.0,Nil,Nil,No,Chief Engineer Minor Irrigation Assam,O_O the Chief Engineer Irrigation Assam Chandmari Guwahati_03,Installation of Solar Shallow Tube Wells 3 Points schemes under Katlicherra LAC in Hailakandi District under RIDF-XXX NABARD for the year 2024-25under Hailakandi-Katlicherra- AlgapurDivision Package_32,Installation of Solar Shallow Tube Wells 3 Points schemes under Katlicherra LAC in Hailakandi District under RIDF-XXX NABARD for the year 2024-25under Hailakandi-Katlicherra- AlgapurDivision Package_32,Please refer Tender documents. ,NA ,"28,28,302",Civil Works,NA ,Tender,180.0,180.0,Katlicherra,788161.0,O_O the Chief Engineer Irrigation Assam Chandmari ,O_O the Chief Engineer Irrigation Assam Chandmari Guwahati_03 ,05-Oct-2024 02:00 PM ,ETendering Cell O_O the CEMI,No ,No,AOC,11-Mar-2025,"INR 2,404,056.69",180.0,Manisha Barua,12-Mar-2025 09:17 AM,32aoc.pdf (455.00 KB),AOC,1.0,244732.0,A.J.Enterprise,INR,"2,404,057",1,245214,ABDUL SAMAD CHOUDHURY,18-Oct-2024 11:54 AM,Rejected-Finance,Not admitted,11-Mar-2025 05:36 PM,Finance,Financial evaluation is under process,Krishna Das,24-Dec-2024 02:24 PM,,BOQ Comparative Chart,Addl CE IMPL MI Assam,Internal,,Manisha Barua,11-Mar-2025 05:36 PM,finsummary_63587.pdf (288.74 KB),Irrigation Department||Chief Engineer(Major)-Irrigation Dept,2024_ID_39149_32,01_RIDF_XXX_2024_25 Date_21_09_2024,Installation of Solar Shallow Tube Wells 3 Points schemes under Katlicherra LAC in Hailakandi District under RIDF-XXX NABARD for the year 2024-25under Hailakandi-Katlicherra- AlgapurDivision Package_32,Technical,Technical evaluation is in process,Manisha Barua,19-Oct-2024 02:20 PM,,"Bimal Kalita, Addl CE Minor and Micro IMPL,",Internal,,Manisha Barua,24-Dec-2024 10:59 AM,24-Dec-2024 12:00 PM,techsummary_63587.pdf (3750.00 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,241609,ABUL HUSSAIN CHOUDHURY,17-Oct-2024 11:33 AM,Rejected-Finance,Not admitted,11-Mar-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Pre-Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,244732,A.J.Enterprise,17-Oct-2024 09:18 PM,Accepted-AOC,AOC,12-Mar-2025 09:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,245262,Mehbub Ahmed Laskar,18-Oct-2024 12:46 PM,Rejected-Finance,Not admitted,11-Mar-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,244273,MIZANUL HOQUE CHOUDHURY,17-Oct-2024 03:51 PM,Rejected-Technical,Not admitted,24-Dec-2024 10:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,244833,M/S CMC ASSOCIATES,18-Oct-2024 12:08 PM,Rejected-Finance,Not admitted,11-Mar-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,245050,SHORAB HUSSAIN BARBHUIYA,17-Oct-2024 02:54 PM,Rejected-Technical,Not admitted,24-Dec-2024 10:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,245070,SPECTRUM ENTERPRISE,18-Oct-2024 12:17 PM,Rejected-Finance,Not admitted,11-Mar-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,244616,SUJATA KAIRI,17-Oct-2024 01:12 PM,Rejected-Finance,Not admitted,11-Mar-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,244956,U G BUILDER AND CONSULTANCY,17-Oct-2024 04:19 PM,Rejected-Technical,Not admitted,24-Dec-2024 10:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
