Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Nagaon Division",O.O. No. 312 dated 09/12/2024,2024_PCCF_41048_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Standard Bidding Document,10-Dec-2024 05:00 PM,31-Dec-2024 03:00 PM,10-Dec-2024 05:00 PM,30-Dec-2024 05:00 PM,NA ,NA ,10-Dec-2024 05:00 PM,30-Dec-2024 05:00 PM,07-Feb-2025 03:00 PM,"88,166",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,No,DFO NAGAON,"Divisional Forest Office, Nagaon Division, Nagaon",Construction of Chain-linked Fencing with 3 strand barbed wire to be filled on pre-cast RCC pillars,Construction of Chain-linked Fencing with 3 strand barbed wire to be filled on pre-cast RCC pillars,Please refer standard bid documents ,NA ,"44,08,294",Civil Works,NA ,Tender,180.0,90.0,Nagaon,782001.0,NA ,NA ,NA ,"Divisional Forest Office, Nagaon Division, Nagaon",No ,No,AOC,02-Jul-2025,"INR 3,967,464.6",90.0,Dipankar Deb,02-Jul-2025 04:52 PM,work_order_kampur.pdf (665.00 KB),1.0,253398.0,M/S MAHAABALA CONSTRUCTION PVT. LTD.,INR,"3,967,464.6",1,253468,ADEEB AHSAN,28-Dec-2024 10:37 PM,Rejected-Technical,"He has failed to submit Income Tax return as per ITB 11.1(VII) of SBD, Financial Soundness certificate as per ITB 11.1(IX) of SBD, Liquid Asset as per ITB 11.1(XII) and ESIC as per ITB 11.1(XIV) of SBD and has not self attested on multiple pages in t",06-Feb-2025 04:59 PM,Finance,There are six numbers of bidders admitted in financial bidding process,Dipankar Deb,10-Feb-2025 02:44 PM,,BOQ Comparative Chart,KADAM SUHAS TARACHAND,Internal,"Sri Dipankar Deb, ACF, Nagaon Division, Smti. Birty Engtipi, RO, Nagaon Range",Dipankar Deb,02-Jul-2025 04:42 PM,finsummary_66231.pdf (1133.10 KB),"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Nagaon Division",2024_PCCF_41048_1,O.O. No. 312 dated 09/12/2024,Construction of Chain-linked Fencing with 3 strand barbed wire to be filled on pre-cast RCC pillars,Technical,Eleven nos. of bid have been submitted and all are admitted,Suhas Kadam,31-Dec-2024 03:39 PM,,"Divisional Forest Officer, Nagaon Division, Nagaon",Internal,"1. Sri Dipankar Deb, AFS, ACF, O/o the Divisional Forest Officer, Nagaon Division, Nagaon 2. Range Forest Officer, Nagaon Range, Nagaon",Dipankar Deb,06-Feb-2025 04:59 PM,07-Feb-2025 03:00 PM,techsummary_66231.pdf (753.75 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Technical Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,253300,Airsense,28-Dec-2024 03:01 PM,Rejected-Finance,Assessed Available Bid capacity is not the highest,02-Jul-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity (BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,253254,Amar Jyoti Bhattacharjye,28-Dec-2024 12:58 PM,Rejected-Technical,He has not self attested on multiple pages in technical qualification documents as per ITB 11.1(XVI) of SBD,06-Feb-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,250713,M/s B. B. Enterprise,23-Dec-2024 01:31 PM,Rejected-Finance,Assessed Available Bid capacity is not the highest,02-Jul-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,253508,M/S BHOWMIK ENTERPRISE,29-Dec-2024 08:37 PM,Rejected-Finance,Assessed Available Bid capacity is not the highest,02-Jul-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,251386,MS JYOTI CONSTRO COMMERCIALS,25-Dec-2024 06:13 PM,Rejected-Technical,He has failed to submit Trade License as per ITB 11.1(III) of SBD and Financial Soundness certificate as per ITB 11.1(IX) of SBD,06-Feb-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,253173,M/s Laxmi Enterprise,29-Dec-2024 06:21 PM,Rejected-Technical,He has not self attested on multiple pages in technical qualification documents as per ITB 11.1(XVI) of SBD,06-Feb-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,253398,M/S MAHAABALA CONSTRUCTION PVT. LTD.,29-Dec-2024 01:01 PM,Accepted-AOC,Assessed Available Bid capacity is the highest,02-Jul-2025 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,253047,RAJESH KUMAR CHOUDHURY,28-Dec-2024 03:37 PM,Rejected-Technical,"He has failed to submit Trade License as per ITB 11.1(III) of SBD, GST Upto date Return as per ITB 11.1(IV) and Liquid Asset as per ITB 11.1(XII) of SBD",06-Feb-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,252855,Sri Krishna Barman,26-Dec-2024 02:07 PM,Rejected-Finance,Assessed Available Bid capacity is not the highest,02-Jul-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
