Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Health and Family Welfare Department||Directorate of Medical Education-HFWD||Assam Medical College Hospital-Dibrugarh-HFWD,No.MCH/2024/4248 dtd. 20/02/2024,2024_HFWD_36682_1,Yes,Open Tender,Supply,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Free Details,27-Feb-2024 04:30 PM,21-Mar-2024 11:30 AM,27-Feb-2024 04:45 PM,21-Mar-2024 11:00 AM,NA ,NA ,29-Feb-2024 05:00 PM,21-Mar-2024 11:00 AM,28-Oct-2024 01:00 PM,"50,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,No,Superintendent AMCH Dibrugarh,"Assam Medical College Hospital, Dibrugarh","Supply of OTs, ICUs and Radiological items",for supply of OTs ICUs and Radiological items to the Assam Medical College Hospital Dibrugarh for a period of 1 year,Please refer Tender documents. ,NA ,,Consumables (Hospital / Lab),NA ,Tender,90.0,365.0,Assam Medical College Hospital Dibrugarh,786002.0,conference hall of amch dibrugarh ,conference hall of amch dibrugar ,29-Feb-2024 11:30 AM ,Conference Hall of AMC Dibrugarh,No ,No,AOC,03-Jul-2025,"INR 4,000,000",365.0,Hitendra Sonowal,03-Jul-2025 10:48 AM,minutesample.pdf (1708.00 KB),1.0,230551.0,DURGA MEDICAL STORES,INR,"200,000",1,230361,AAROGYA PHARMACEUTICALS,21-Mar-2024 10:17 AM,Accepted-AOC,As per committee decision,03-Jul-2025 10:48 AM,Finance,details uploaded,Hitendra Sonowal,24-Apr-2025 12:16 PM,finance_59951.pdf,BOQ Comparative Chart,Dr. Hitendra Sonowal,Internal,details uploaded,Hitendra Sonowal,03-Jul-2025 10:20 AM,finsummary_59951.pdf (1708.05 KB),Health and Family Welfare Department||Directorate of Medical Education-HFWD||Assam Medical College Hospital-Dibrugarh-HFWD,2024_HFWD_36682_1,No.MCH/2024/4248 dtd. 20/02/2024,"Supply of OTs, ICUs and Radiological items",Technical,Tender committee minutes uploaded,Saumendra Kumar Bhagawati,16-Aug-2024 10:34 AM,technical_59951.pdf,Dr H Sonowal,Internal,details uploaded,Hitendra Sonowal,28-Oct-2024 12:51 PM,28-Oct-2024 01:00 PM,techsummary_59951.pdf (1708.05 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Tender Terms and Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,230537.0,MAA SHAKTI MEDICOS,INR,"530,911",2,230322,A.K.DISTRIBUTORS,20-Mar-2024 08:52 PM,Accepted-AOC,As per committee decision,03-Jul-2025 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid Format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,230533.0,PRIYANKA MEDICALS,INR,"121,048",3,230493,Biosis Medical Services,20-Mar-2024 05:59 PM,Accepted-AOC,As per committee decision,03-Jul-2025 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,230493.0,Biosis Medical Services,INR,"48,786",4,230551,DURGA MEDICAL STORES,20-Mar-2024 10:14 PM,Accepted-AOC,As per committee decision,03-Jul-2025 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5.0,230446.0,MEDICAL FILM SURGICAL,INR,"279,836",5,230130,ESKAY DISTRIBUTORS,20-Mar-2024 09:38 PM,Accepted-AOC,As per committee decision,03-Jul-2025 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6.0,230410.0,M/S SATI DRUGS and SURGICALS,INR,"400,000",6,230365,G.D. ASSOCIATES,21-Mar-2024 10:13 AM,Accepted-AOC,As per committee decision,03-Jul-2025 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7.0,230365.0,G.D. ASSOCIATES,INR,"309,090",7,230537,MAA SHAKTI MEDICOS,21-Mar-2024 10:25 AM,Accepted-AOC,As per committee decision,03-Jul-2025 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8.0,230361.0,AAROGYA PHARMACEUTICALS,INR,"309,090",8,230265,M B Traders,20-Mar-2024 02:17 PM,Not Admitted-Fee/PreQual/Technical,Others-in sufficient court fee stamp,16-Aug-2024 10:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9.0,230322.0,A.K.DISTRIBUTORS,INR,"84,505",9,230446,MEDICAL FILM SURGICAL,20-Mar-2024 11:48 PM,Accepted-AOC,As per committee decision,03-Jul-2025 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10.0,230134.0,United Traders,INR,"29,904",10,230410,M/S SATI DRUGS and SURGICALS,21-Mar-2024 05:05 AM,Accepted-AOC,As per committee decision,03-Jul-2025 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11.0,230130.0,ESKAY DISTRIBUTORS,INR,"905,590",11,230165,NAYAN DISTRIBUTOR,17-Mar-2024 09:36 AM,Rejected-Finance,As per Tender committee decision.,03-Jul-2025 10:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12.0,229477.0,P. B. DRUGS SURGICALS,INR,"40,693",12,229477,P. B. DRUGS SURGICALS,20-Mar-2024 05:14 PM,Accepted-AOC,As per committee decision,03-Jul-2025 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
