Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Eastern Assam Circle, Jorhat||Digboi Division",DIG/NIT/EPA/106 dt. 02/06/2025,2025_PCCF_44768_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan copy of Eligibility Criteria Documents,06-Jun-2025 12:00 PM,27-Jun-2025 11:00 AM,09-Jun-2025 11:00 AM,26-Jun-2025 02:00 PM,10-Jun-2025 11:00 AM ,10-Jun-2025 06:00 PM ,11-Jun-2025 11:00 AM,26-Jun-2025 02:00 PM,30-Jun-2025 03:30 PM,"40,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,400.0,Nil,Nil,Yes,"Divisional Forest Officer, Digboi Division, Digboi","O/o the DFO, Digboi Division, Digboi",Installation of Solar Power Fencing at Bhitor Powai,Installation of Solar Power Fencing at Bhitor Powai,Please refer to the bid document ,NA ,"20,00,000",Electrical Works,NA ,Tender,60.0,60.0,Bhitor Powai,786187.0,"O/o the DFO, Digboi Division, Digboi ","O/o the DFO, Digboi Division, Digboi ",10-Jun-2025 11:00 AM ,"O/o the DFO, Digboi Division, Digboi",No ,No,AOC,17-Jul-2025,"INR 1,900,000",60.0,SANDEEP B V,17-Jul-2025 05:03 PM,WorkOrder.pdf (319.00 KB),Offline Formal Work order has been given on 09/07/2025,1.0,270461.0,STANDARD CREATION,INR,"1,900,000",1,270608,Jyoti Constro Commercials,25-Jun-2025 06:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jun-2025 03:16 PM,Finance,Financial cover has been opened.,SANDEEP B V,17-Jul-2025 04:21 PM,,BOQ Comparative Chart,HOD,Internal,,SANDEEP B V,17-Jul-2025 04:59 PM,finsummary_71096.pdf (513.08 KB),"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Eastern Assam Circle, Jorhat||Digboi Division",2025_PCCF_44768_1,DIG/NIT/EPA/106 dt. 02/06/2025,Installation of Solar Power Fencing at Bhitor Powai,Technical,Technical Bid has been opened.,SANDEEP B V,30-Jun-2025 03:16 PM,technical_71096.pdf,HOD,Internal,,SANDEEP B V,30-Jun-2025 03:21 PM,30-Jun-2025 03:30 PM,techsummary_71096.pdf (503.81 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Additional Technical Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,270686,KANAI CHETIA,25-Jun-2025 08:05 PM,Rejected-Finance,Comparatively lower amount of hundred percent of civil Works completed during last Five years in comparison to Standard Creation as per submitted document,17-Jul-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Tender Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,270694,M/S A P S ENTERPRISE,25-Jun-2025 04:49 PM,Rejected-Finance,Quoted below three percent on the estimated amount,17-Jul-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,270742,M/S Azad Constructions,26-Jun-2025 01:21 PM,Rejected-Finance,Comparatively lower amount of hundred percent of civil Works completed during last Five years in comparison to Standard Creation as per submitted document,17-Jul-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,270188,M/S VIJAY AGARWAL AND SONS,17-Jun-2025 08:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jun-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,270236,NAGAON SOLAR HOUSE,24-Jun-2025 04:51 PM,Rejected-Finance,Quoted below ten percent on the estimated amount,17-Jul-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,270726,NESTECH ENTERPRISE,26-Jun-2025 11:58 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jun-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,270719,NORTHEAST ENTERPRISE,26-Jun-2025 11:23 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jun-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,270461,STANDARD CREATION,20-Jun-2025 06:47 PM,Accepted-AOC,Comparatively highest amount of hundred percent of civil Works completed during last Five years as per submitted document,17-Jul-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,270698,SUSHANTA KUMAR NAYAK,25-Jun-2025 05:03 PM,Rejected-Finance,Zero percent below on the estimated cost.,17-Jul-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
