Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Public Works Roads Department,"CE/DEV/TB/213/2024-25/01 Dtd. Guwahati, 05th September, 2024",2024_PWD_39143_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,23-Sep-2024 02:00 PM,09-Oct-2024 02:30 PM,23-Sep-2024 02:00 PM,09-Oct-2024 02:00 PM,23-Sep-2024 02:00 PM ,30-Sep-2024 12:00 PM ,01-Oct-2024 02:00 PM,09-Oct-2024 02:00 PM,19-Mar-2025 06:30 PM,"2,00,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum for change in Defect Liability Period,Other,,1.0,SBI Bank,"2,000",Nil,Nil,No,"CE, PWD(Roads), Assam, Chandmari, Ghy-3","O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",TE_RIDF_XXX_24_25_42 Construction of Road from 6th KM of Daloo Subong Road to Subong Garden (Ch. 0.00 m to Ch 1200.00 m) under Subong T.E under RIDF-XXX of NABARD for the year 2024-25,TE_RIDF_XXX_24_25_42 Construction of Road from 6th KM of Daloo Subong Road to Subong Garden (Ch. 0.00 m to Ch 1200.00 m) under Subong T.E under RIDF-XXX of NABARD for the year 2024-25,Please refer Tender document. ,NA ,"1,00,00,000",Civil Works – Roads,NA ,Tender,180.0,270.0,Cachar,788001.0,"O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3 ",30-Sep-2024 12:00 PM ,"O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",No ,No,AOC,10-Jul-2025,"INR 9,000,000",270.0,Utpal Chakravarty,10-Jul-2025 06:50 PM,TE42A.pdf (458.00 KB),1.0,242822.0,M/S MIDAS GRANITES,INR,"9,000,000",1,241574,Aktar Hussain Laskar,05-Oct-2024 07:35 PM,Rejected-Finance,Rejected,10-Jul-2025 06:47 PM,Finance,Admitted,Utpal Chakravarty,10-Jul-2025 06:42 PM,,BOQ Comparative Chart,"CE,PWRD",Internal,,Utpal Chakravarty,10-Jul-2025 06:47 PM,finsummary_63423.pdf (315.00 KB),Public Works Roads Department,2024_PWD_39143_4,"CE/DEV/TB/213/2024-25/01 Dtd. Guwahati, 05th September, 2024",TE_RIDF_XXX_24_25_42 Construction of Road from 6th KM of Daloo Subong Road to Subong Garden (Ch. 0.00 m to Ch 1200.00 m) under Subong T.E under RIDF-XXX of NABARD for the year 2024-25,Technical,Admitted,BHABANANDA DEKA,19-Mar-2025 06:24 PM,,CE PWRD,Internal,,BHABANANDA DEKA,19-Mar-2025 06:25 PM,19-Mar-2025 06:30 PM,techsummary_63423.pdf (306.60 KB),AOC
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,241885,Kalloljit Chakraborty,07-Oct-2024 03:46 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Mar-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,241901,MEHBUB HUSSAIN LASKAR,09-Oct-2024 12:55 PM,Rejected-Finance,Rejected,10-Jul-2025 06:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,241988,M. R. CONSTRUCTION,09-Oct-2024 11:23 AM,Rejected-Finance,Rejected,10-Jul-2025 06:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,243343,M/S. FH Construction,09-Oct-2024 11:58 AM,Rejected-Finance,Rejected,10-Jul-2025 06:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,242822,M/S MIDAS GRANITES,08-Oct-2024 03:51 PM,Accepted-AOC,Awarded,10-Jul-2025 06:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,242787,M S Perfect Engineering and Steel Fabrication,08-Oct-2024 04:25 PM,Rejected-Finance,Rejected,10-Jul-2025 06:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,242186,MUJEFAR HUSSAIN LASKAR,08-Oct-2024 06:28 PM,Rejected-Finance,Rejected,10-Jul-2025 06:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,241565,Pragati Enterprise,09-Oct-2024 12:04 AM,Rejected-Finance,Rejected,10-Jul-2025 06:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,243029,Sri Khalil Ahmed Barbhuiya,08-Oct-2024 05:21 PM,Rejected-Finance,Rejected,10-Jul-2025 06:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
