Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Public Works Roads Department,"CE/DEV/TB/213/2024-25/01 Dtd. Guwahati, 05th September, 2024",2024_PWD_39143_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,23-Sep-2024 02:05 PM,09-Oct-2024 02:30 PM,23-Sep-2024 02:05 PM,09-Oct-2024 02:00 PM,23-Sep-2024 02:05 PM ,30-Sep-2024 12:00 PM ,01-Oct-2024 02:00 PM,09-Oct-2024 02:00 PM,18-Dec-2024 02:00 PM,"2,00,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum for change in Defect Liability Period,Other,,1.0,SBI Bank,"2,000",Nil,Nil,No,"CE, PWD(Roads), Assam, Chandmari, Ghy-3","O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",TE_RIDF_XXX_24_25_44 Construction of Road from Srikona Lalmati PWD Road to Indragarh plantation area (Ch. 2750.00 m to Ch 3750.00 m) under Indragarh T.E under RIDF-XXX of NABARD for the year 2024-25,TE_RIDF_XXX_24_25_44 Construction of Road from Srikona Lalmati PWD Road to Indragarh plantation area (Ch. 2750.00 m to Ch 3750.00 m) under Indragarh T.E under RIDF-XXX of NABARD for the year 2024-25,Please refer Tender document. ,NA ,"1,00,00,000",Civil Works – Roads,NA ,Tender,180.0,270.0,Cachar,788001.0,"O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3 ",30-Sep-2024 12:00 PM ,"O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",No ,No,AOC,09-Jul-2025,"INR 9,000,000",270.0,Utpal Chakravarty,09-Jul-2025 09:12 PM,TE44A.pdf (414.00 KB),1.0,243276.0,SKYLINE ENTERPRISE,INR,"9,000,000",1,243077,AMIR AHMED LASKAR,08-Oct-2024 08:20 PM,Rejected-Finance,Rejected,09-Jul-2025 09:10 PM,Finance,Admitted,Utpal Chakravarty,09-Jul-2025 09:05 PM,,BOQ Comparative Chart,"CE,PWRD",Internal,,Utpal Chakravarty,09-Jul-2025 09:10 PM,finsummary_63425.pdf (507.06 KB),Public Works Roads Department,2024_PWD_39143_6,"CE/DEV/TB/213/2024-25/01 Dtd. Guwahati, 05th September, 2024",TE_RIDF_XXX_24_25_44 Construction of Road from Srikona Lalmati PWD Road to Indragarh plantation area (Ch. 2750.00 m to Ch 3750.00 m) under Indragarh T.E under RIDF-XXX of NABARD for the year 2024-25,Technical,Admitted,Utpal Chakravarty,18-Dec-2024 01:47 PM,technical_63425.pdf,"CE (Roads), PWD, Assam",Internal,,Utpal Chakravarty,18-Dec-2024 01:50 PM,18-Dec-2024 02:00 PM,techsummary_63425.pdf (364.28 KB),AOC
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,242588,DEBOPRIYO DEB,08-Oct-2024 07:33 PM,Rejected-Finance,Rejected,09-Jul-2025 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,242861,GREEN VALLEY CONSTRUCTION,09-Oct-2024 02:26 AM,Rejected-Finance,Rejected,09-Jul-2025 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,242714,JAVED HUSSAIN LASKAR,09-Oct-2024 04:23 AM,Rejected-Finance,Rejected,09-Jul-2025 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,242690,kabuj mahmud laskar,07-Oct-2024 11:58 AM,Rejected-Finance,Rejected,09-Jul-2025 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,242540,M/S J C CONSTRUCTION,08-Oct-2024 01:25 PM,Rejected-Finance,Rejected,09-Jul-2025 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,242185,MUJEFAR HUSSAIN LASKAR,08-Oct-2024 06:25 PM,Rejected-Finance,Rejected,09-Jul-2025 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,241877,NAZMUL HUSSAIN MAZARBHUIYA,09-Oct-2024 07:09 AM,Rejected-Finance,Rejected,09-Jul-2025 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,241578,PROMODE DAS,09-Oct-2024 12:19 PM,Rejected-Finance,Rejected,09-Jul-2025 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,243149,R F CONSTRUCTION and CONSULTANCY,09-Oct-2024 12:51 AM,Rejected-Finance,Rejected,09-Jul-2025 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
