Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"Tech-.II/76/2024/3 Dated Guwahati the 2nd Nov., 2024",2024_PWBNH_40494_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,30-Nov-2024 06:00 PM,24-Dec-2024 04:00 PM,30-Nov-2024 06:00 PM,24-Dec-2024 02:00 PM,NA ,NA ,30-Nov-2024 06:00 PM,24-Dec-2024 02:00 PM,04-Apr-2025 11:25 AM,"9,74,760",Yes,percentage,2.0%,Nil,Nil,1.0,Extension Notice,Date,,1.0,SBI Bank,"9,800",Nil,Nil,No,"CE, PWD(B), H AND E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","Upgradation of DIET, Barpeta Howly as Centre of Excellence as envisaged by GOI under the Directorate of SCERT, Assam","Upgradation of DIET, Barpeta Howly as Centre of Excellence as envisaged by GOI under the Directorate of SCERT, Assam",Please refer Tender documents. ,NA ,"4,87,38,000",Civil Works - Building,NA ,Tender,180.0,545.0,Barpeta,781301.0,NA ,NA ,NA ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,AOC,01-Jul-2025,"INR 41,670,990",545.0,ABIDUR RAHMAN,01-Jul-2025 11:38 AM,WOBARPETADIET.pdf (716.00 KB),1.0,252277.0,JAI MAA KAMAKHYA INFRASTRUCTURE,INR,"41,670,990",1,252583,Bikramjeet Ghosh,23-Dec-2024 11:18 PM,Rejected-AOC,L4,01-Jul-2025 11:38 AM,Finance,Summary,ABIDUR RAHMAN,04-Apr-2025 11:36 AM,finance_65605.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,ABIDUR RAHMAN,01-Jul-2025 11:32 AM,finsummary_65605.pdf (715.99 KB),Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2024_PWBNH_40494_1,"Tech-.II/76/2024/3 Dated Guwahati the 2nd Nov., 2024","Upgradation of DIET, Barpeta Howly as Centre of Excellence as envisaged by GOI under the Directorate of SCERT, Assam",Technical,Summary,Chandana Basumatary,27-Dec-2024 03:15 PM,technical_65605.pdf,CE PWD(Bldg),Internal,,Chandana Basumatary,04-Apr-2025 11:24 AM,04-Apr-2025 11:25 AM,techsummary_65605.pdf (272.65 KB),AOC
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,252623,DREAMZ IMPEX,24-Dec-2024 12:56 PM,Rejected-AOC,L2,01-Jul-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,249960,JAHURUL ISLAM,21-Dec-2024 11:34 PM,Rejected-Technical,Non-Responsive,04-Apr-2025 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,252277,JAI MAA KAMAKHYA INFRASTRUCTURE,24-Dec-2024 01:35 PM,Accepted-AOC,Work Order Issued,01-Jul-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,252488,Khagen Konch,24-Dec-2024 12:27 PM,Rejected-Technical,Non-Responsive,04-Apr-2025 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,252504,KUSHAN CHOUDHURY,24-Dec-2024 12:17 PM,Rejected-Technical,Non-Responsive,04-Apr-2025 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,252427,M/S J D ENTERPRISE,24-Dec-2024 11:34 AM,Rejected-Technical,Non-Responsive,04-Apr-2025 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,252598,M/S Kalita Enterprise,24-Dec-2024 12:33 PM,Rejected-AOC,L3,01-Jul-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,252582,M/S L.A. ENTERPRISE,24-Dec-2024 01:19 PM,Rejected-Technical,Non-Responsive,04-Apr-2025 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,252522,M/s Macrocosm Builders,23-Dec-2024 05:06 PM,Rejected-AOC,L5,01-Jul-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
