Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Public Works Roads Department,SE(GSSC)/TB-01/NIT/2021/69 dated 07.01.2025,2025_PWD_41972_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Processing Fees and Bid Security,08-Jan-2025 06:00 PM,28-Jan-2025 02:30 PM,08-Jan-2025 06:00 PM,28-Jan-2025 02:00 PM,NA ,NA ,08-Jan-2025 06:00 PM,28-Jan-2025 02:00 PM,03-Mar-2025 04:40 PM,"47,300",Yes,fixed,,Nil,Nil,1.0,SBI Bank,500.0,Nil,Nil,No,Superintending Engineer,"O/O The Superintending Engineer, PWD Goalpara and South Salmara Roads Circle, Goalpara",Improvement of Road (Type 2) of Bansali to Puthimari Bazar Road under SOPD(G) year 2024-25-Mankachar LAC. Package No. SOPD_GSSRC_SSDTR_17,Improvement of Road (Type 2) of Bansali to Puthimari Bazar Road under SOPD(G) year 2024-25-Mankachar LAC. Package No. SOPD_GSSRC_SSDTR_17,Please refer Tender documents. ,NA ,"23,66,128",Civil Works – Roads,NA ,Tender,90.0,NA ,Mankachar,783101.0,NA ,NA ,NA ,"O/O The S.E.PWD, Glp and SS Road Circle",No ,No,AOC,14-May-2025,"INR 2,366,128",90.0,Kulendra Boro,14-May-2025 07:12 PM,FWO_17.pdf (110.00 KB),1.0,256006.0,Shahidul Anam,INR,"2,247,821.6",1,256417,Aminur Rahman,25-Jan-2025 03:50 PM,Rejected-AOC,Not Qualify for AOC,14-May-2025 07:12 PM,Finance,10 Bids admitted,Kulendra Boro,14-May-2025 07:04 PM,finance_67523.pdf,BOQ Comparative Chart,SE,Internal,"SE, AEE, JE",Kulendra Boro,14-May-2025 07:08 PM,finsummary_67523.pdf (228.11 KB),Public Works Roads Department,2025_PWD_41972_3,SE(GSSC)/TB-01/NIT/2021/69 dated 07.01.2025,Improvement of Road (Type 2) of Bansali to Puthimari Bazar Road under SOPD(G) year 2024-25-Mankachar LAC. Package No. SOPD_GSSRC_SSDTR_17,Technical,10 nos. bid admitted,Kulendra Boro,03-Mar-2025 04:24 PM,technical_67523.pdf,Superintending Engineer,Internal,"SE, AEE, JE",Kulendra Boro,03-Mar-2025 04:36 PM,03-Mar-2025 04:40 PM,techsummary_67523.pdf (499.00 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,256311,Foyzal Hoque,25-Jan-2025 12:26 PM,Rejected-AOC,Not Qualify for AOC,14-May-2025 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,256091,Gazibor Rahman Bhuyan,26-Jan-2025 02:55 PM,Rejected-AOC,Not Qualify for AOC,14-May-2025 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,256674,Innus Ali,27-Jan-2025 06:10 PM,Rejected-AOC,Not Qualify for AOC,14-May-2025 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,256677,Mizanur Karim Sarkar,27-Jan-2025 05:50 PM,Rejected-AOC,Not Qualify for AOC,14-May-2025 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,256200,MOSTAQ MOHAMMAD MOKSEDUR HASSAN,26-Jan-2025 02:43 PM,Rejected-AOC,Not Qualify for AOC,14-May-2025 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,256702,Nozrul Islam,27-Jan-2025 05:39 PM,Rejected-AOC,Not Qualify for AOC,14-May-2025 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,256692,Rakibul Hassan Mollah,27-Jan-2025 08:58 PM,Rejected-AOC,Not Qualify for AOC,14-May-2025 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,256297,SHAHADAT MONDAL,27-Jan-2025 06:10 PM,Rejected-AOC,Not Qualify for AOC,14-May-2025 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,256006,Shahidul Anam,28-Jan-2025 11:42 AM,Accepted-AOC,L1,14-May-2025 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
