Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Department of Fisheries-Externally Aided Projects||ARIAS Society-Externally Aided Projects,ARIAS/16/2024-SWIFT/ARIAS-P3,2025_FEAP_42493_1,Yes,Open Tender,Lump-sum,Services,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Qualification Documents,04-Feb-2025 09:00 AM,19-Feb-2025 02:15 PM,04-Feb-2025 09:00 AM,19-Feb-2025 02:00 PM,NA ,NA ,04-Feb-2025 10:00 AM,19-Feb-2025 02:00 PM,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,State Project Director,"ARIAS Society, Agriculture Complex, G. S. road, Khanapara, Guwahati-22","Non-Consulting Services relating to Engineering Survey and Preparation of Layout, Design and Estimation for eleven (11) Wetlands and Beels Conservation, Restoration and Rejuvenation under the proposed ADB financed SWIFT Project-Package-3","Non-Consulting Services relating to Engineering Survey and Preparation of Layout, Design and Estimation for eleven (11) Wetlands and Beels Conservation, Restoration and Rejuvenation under the proposed ADB financed SWIFT Project-Package-3",Please refer Tender documents. ,NA ,,Miscellaneous Services,Survey and Design ,Tender,60.0,45.0,Assam,781022.0,NA ,NA ,NA ,Online,No ,No,AOC,14-May-2025,"INR 2,950,000",45.0,Amarendra Deka,17-May-2025 04:02 PM,LoA3.pdf (255.00 KB),1.0,259048.0,Shubh Consultants and Technocrats LLP,INR,"2,950,000",1,257823,A G Horizon Pvt. Ltd.,18-Feb-2025 11:59 AM,Rejected-Technical,Non Responsive,09-May-2025 06:57 PM,Finance,Total 12 Quotations are received for Package 3 and was opened,Prasenjit Chaliha,19-Feb-2025 03:55 PM,,BOQ Comparative Chart,"Shri Gauri Sankar Das, ACS, DoF cum APD, SWIFT",Internal,,Amarendra Deka,09-May-2025 07:41 PM,finsummary_68228.pdf (29869.48 KB),Department of Fisheries-Externally Aided Projects||ARIAS Society-Externally Aided Projects,2025_FEAP_42493_1,ARIAS/16/2024-SWIFT/ARIAS-P3,"Non-Consulting Services relating to Engineering Survey and Preparation of Layout, Design and Estimation for eleven (11) Wetlands and Beels Conservation, Restoration and Rejuvenation under the proposed ADB financed SWIFT Project-Package-3","Shri Gauri Sankar Das, ACS, DoF cum APD, SWIFT",Internal,,Amarendra Deka,09-May-2025 06:57 PM,techsummary_68228.pdf (29869.48 KB),AOC
,,,,,,,,,,,,,,,,.pdf,FOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,258948,ARCHINEER AND ASSOCIATES,18-Feb-2025 12:38 PM,Rejected-Technical,Non Responsive,09-May-2025 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,Price Quotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,258967,BASIC CONSULTANT,18-Feb-2025 04:19 PM,Rejected-Technical,Non Responsive,09-May-2025 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,259078,FAR INFRASTRUCTURES PVT. LTD,19-Feb-2025 01:55 PM,Rejected-Technical,Non Responsive,09-May-2025 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,259056,IRG Systems South Asia Pvt. Ltd.,19-Feb-2025 01:21 PM,Rejected-Technical,Non Responsive,09-May-2025 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,258557,MARS PLANNING ENGINEERING SERVICES PVT LTD,17-Feb-2025 01:53 PM,Rejected-AOC,Not awarded,17-May-2025 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,258915,MJ CONSULTANCY,18-Feb-2025 09:13 AM,Rejected-Technical,Non Responsive,09-May-2025 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,259074,Monarch Surveyors & Engineering Consultants Limited,19-Feb-2025 01:55 PM,Rejected-AOC,Not awarded,17-May-2025 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,259051,N.K. Buildcon Pvt. Ltd.,19-Feb-2025 01:03 PM,Rejected-Technical,Non Responsive,09-May-2025 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,259048,Shubh Consultants and Technocrats LLP,19-Feb-2025 12:59 PM,Accepted-AOC,Contract awarded,17-May-2025 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
