Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Public Works Roads Department,BLP/TECH/NIT/02/311,2024_PWD_41348_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,18-Dec-2024 10:00 AM,24-Dec-2024 03:00 PM,18-Dec-2024 11:00 AM,24-Dec-2024 02:00 PM,NA ,NA ,18-Dec-2024 02:00 PM,24-Dec-2024 02:00 PM,09-Jan-2025 01:15 PM,"52,300",Yes,fixed,,Nil,Nil,1.0,SBI Bank,520.0,Nil,Nil,No,EE PWRD BILASIPARA CIVIL SUB DIVISION TR DIVN,O/O EE PWRD BILASIPARA CIVIL SUB DIVISION TR DIVN,CONSTRUCTION OF ROAD WORKS,Construction of road Chinamari Parghat to Tilapara Bazar (Chinamari) Road (From Ch. 0.00 m to Ch. 1600.00 m) under SOPD (G) for the year 2024-25.,Please refer Tender documents. ,NA ,"26,15,547",Civil Works – Roads,NA ,Tender,180.0,NA ,BILASIPARA,783348.0,O/O EE PWRD BILASIPARA CIVIL SUB DIVISION TR DIVN ,O/O EE PWRD BILASIPARA CIVIL SUB DIVISION TR DIVN ,18-Dec-2024 12:00 PM ,EE PWRD BILASIPARA CIVIL SUB DIVISION TR DIVN,No ,No,AOC,27-Mar-2025,"INR 2,354,400",90.0,Rajesh Sah,13-May-2025 04:29 PM,L18.pdf (679.00 KB),Awarded to Bhupen Chandra Nath,1.0,251813.0,BHUPEN CH NATH,INR,"2,354,400",1,252482,Abdul Baten,23-Dec-2024 02:58 PM,Rejected-AOC,As per the order in the CS,13-May-2025 04:30 PM,Finance,8 NOS. OF BIDDERS ARE FINANCIALLY QUALIFIED,Shamsuz Zaman,17-Jan-2025 05:07 PM,finance_66605.pdf,BOQ Comparative Chart,RUPJIT NATH,Internal,MOINULHOQUERAJESHSAHSHAMSUZZAMAN,Shamsuz Zaman,17-Jan-2025 05:18 PM,finsummary_66605.pdf (223.46 KB),Public Works Roads Department,2024_PWD_41348_1,BLP/TECH/NIT/02/311,CONSTRUCTION OF ROAD WORKS,Technical,"OUT OF 11 NOS. OF BIDDERS, 8 ARE TECHNICALLY QUALIFIED AND 3 ARE NOT QUALIFIED",Shamsuz Zaman,09-Jan-2025 12:01 PM,technical_66605.pdf,RUPJIT NATH,Internal,MOINULHOQUERAJESHSAHSHAMSUZZAMAN,Rajesh Sah,09-Jan-2025 01:11 PM,09-Jan-2025 01:15 PM,techsummary_66605.pdf (139.71 KB),AOC
,,,,,,,,,,,,,,,,.pdf,TECHNICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,251776,Arabinda Nath,23-Dec-2024 11:32 PM,Rejected-AOC,As per the order in the CS,13-May-2025 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,251813,BHUPEN CH NATH,21-Dec-2024 08:57 PM,Accepted-AOC,As per the order in the CS,13-May-2025 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,252636,JOHIRUL ISLAM,24-Dec-2024 01:09 PM,Rejected-AOC,As per the order in the CS,13-May-2025 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,252409,MUKTAR AZOM ZINNA,22-Dec-2024 11:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,09-Jan-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,252187,NANDA SEKHAR UZIR,24-Dec-2024 03:16 AM,Rejected-AOC,As per the order in the CS,13-May-2025 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,252164,SABIRAM BASUMATARY,24-Dec-2024 12:58 PM,Rejected-AOC,As per the order in the CS,13-May-2025 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,252256,Solim Uddin Sheikh,24-Dec-2024 12:37 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,09-Jan-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,252279,SRI DEEPANKAR DAIMARY,21-Dec-2024 11:21 PM,Rejected-AOC,As per the order in the CS,13-May-2025 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,252265,SUMAT BARMAN,21-Dec-2024 05:25 PM,Rejected-AOC,As per the order in the CS,13-May-2025 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
