Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Department of Fisheries-Externally Aided Projects||ARIAS Society-Externally Aided Projects,ARIAS/16/2024-SWIFT/ARIAS-P4,2025_FEAP_42495_1,Yes,Open Tender,Lump-sum,Services,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Qualification Document,04-Feb-2025 09:00 AM,19-Feb-2025 02:15 PM,04-Feb-2025 09:00 AM,19-Feb-2025 02:00 PM,NA ,NA ,04-Feb-2025 10:00 AM,19-Feb-2025 02:00 PM,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,State Project Director,"ARIAS Society, Agriculture Complex, G. S. road, Khanapara, Guwahati-22","Non-Consulting Services relating to Engineering Survey and Preparation of Layout, Design and Estimation for eleven (11) Wetlands and Beels Conservation, Restoration and Rejuvenation under the proposed ADB financed SWIFT Project-Package-4","Non-Consulting Services relating to Engineering Survey and Preparation of Layout, Design and Estimation for eleven (11) Wetlands and Beels Conservation, Restoration and Rejuvenation under the proposed ADB financed SWIFT Project-Package-4",Please refer Tender documents. ,NA ,,Miscellaneous Services,Survey and Design ,Tender,60.0,45.0,Assam,781022.0,NA ,NA ,NA ,Online,No ,No,AOC,14-May-2025,"INR 2,950,000",45.0,Amarendra Deka,17-May-2025 04:06 PM,LoA4.pdf (250.00 KB),1.0,257852.0,Shubh Consultants and Technocrats LLP,INR,"2,950,000",1,257824,A G Horizon Pvt. Ltd.,18-Feb-2025 12:02 PM,Rejected-Technical,Non Responsive,09-May-2025 07:15 PM,Finance,Total 14 Quotations are received for Package 4 and was opened,Prasenjit Chaliha,19-Feb-2025 03:48 PM,,BOQ Comparative Chart,"Shri Gauri Sankar Das, ACS, DoF cum APD, SWIFT",Internal,,Amarendra Deka,09-May-2025 07:46 PM,finsummary_68231.pdf (31458.70 KB),Department of Fisheries-Externally Aided Projects||ARIAS Society-Externally Aided Projects,2025_FEAP_42495_1,ARIAS/16/2024-SWIFT/ARIAS-P4,"Non-Consulting Services relating to Engineering Survey and Preparation of Layout, Design and Estimation for eleven (11) Wetlands and Beels Conservation, Restoration and Rejuvenation under the proposed ADB financed SWIFT Project-Package-4","Shri Gauri Sankar Das, ACS, DoF cum APD, SWIFT",Internal,,Amarendra Deka,09-May-2025 07:15 PM,techsummary_68231.pdf (31458.70 KB),AOC
,,,,,,,,,,,,,,,,.xls,Price Quotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,258968,BASIC CONSULTANT,18-Feb-2025 04:18 PM,Rejected-Technical,Non Responsive,09-May-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form of Quotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,259028,CREATIVE DESIGN STUDIOS,19-Feb-2025 11:00 AM,Rejected-Technical,Non Responsive,09-May-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,259055,IRG Systems South Asia Pvt. Ltd.,19-Feb-2025 01:16 PM,Rejected-Technical,Non Responsive,09-May-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,259065,Lochan & Co,19-Feb-2025 01:53 PM,Rejected-Technical,Non Responsive,09-May-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,258558,MARS PLANNING ENGINEERING SERVICES PVT LTD,17-Feb-2025 02:51 PM,Rejected-AOC,Not awarded,17-May-2025 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,258276,MJ CONSULTANCY,18-Feb-2025 09:11 AM,Rejected-Technical,Non Responsive,09-May-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,259070,Monarch Surveyors & Engineering Consultants Limited,19-Feb-2025 01:49 PM,Rejected-AOC,Not awarded,17-May-2025 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,258943,N.K. Buildcon Pvt. Ltd.,19-Feb-2025 01:06 PM,Rejected-Technical,Non Responsive,09-May-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,258162,RUDVEDA SOLUTIONS PRIVATE LIMITED,11-Feb-2025 02:42 PM,Rejected-Technical,Non Responsive,09-May-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
