Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Urban Development Department||Directorate of Municipality Administration - UDD||Jorhat Municipal Board,JMB/6714-28,2024_UDD_35785_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,30-Jan-2024 10:00 AM,14-Feb-2024 01:00 PM,30-Jan-2024 10:00 AM,13-Feb-2024 03:00 PM,NA ,NA ,30-Jan-2024 10:00 AM,13-Feb-2024 03:00 PM,06-Mar-2024 11:35 AM,"43,940",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"2,000",Nil,Nil,No,Chairparson/EO Jorhat Municipal Board,"O/O Jorhat Municipal Board, Jorhat",Construction of Fancy Ali AT Road Mohoram Field in ward no.2 (Phase-I),Construction of Fancy Ali AT Road Mohoram Field in ward no.2 (Phase-I),Please refer Tender documents. ,NA ,"21,97,000",Civil Works – Roads,NA ,Tender,180.0,90.0,JORHAT,785001.0,NA ,NA ,NA ,"O/O Jorhat Municipal Board, Jorhat",No ,No,AOC,27-Mar-2024,"INR 2,087,150",90.0,Rajib Hatibaruah,28-Mar-2024 11:26 AM,Hemen.pdf (126.00 KB),Formal work order,1.0,225059.0,Hemen Das,INR,"2,087,150",1,224708,ADKING,13-Feb-2024 12:10 PM,Rejected-Technical,Rejected,06-Mar-2024 11:31 AM,Finance,Financial Summary,Rajesh Kumar Borah,23-Mar-2024 07:49 PM,finance_58510.pdf,BOQ Comparative Chart,Lakhimi Khargharia Chairperson JMB,Internal,,Rajesh Kumar Borah,23-Mar-2024 07:59 PM,finsummary_58510.pdf (223.14 KB),Urban Development Department||Directorate of Municipality Administration - UDD||Jorhat Municipal Board,2024_UDD_35785_1,JMB/6714-28,Construction of Fancy Ali AT Road Mohoram Field in ward no.2 (Phase-I),Technical,Tech Summary,Rajesh Kumar Borah,06-Mar-2024 11:20 AM,technical_58510.pdf,Lakhimi Khargharia Chairperson JMB,Internal,Dhurbajyoti Nath EO and Rajesh Bora AEE and Rajib Hatiboruah JE JMB,Rajesh Kumar Borah,06-Mar-2024 11:31 AM,06-Mar-2024 11:35 AM,techsummary_58510.pdf (727.38 KB),AOC
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,224681,Biju Duarah,13-Feb-2024 11:10 AM,Rejected-Technical,Rejected,06-Mar-2024 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,224841,Ershad Ibrahim Zaman,13-Feb-2024 01:01 AM,Rejected-AOC,Rejected,28-Mar-2024 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,225059,Hemen Das,13-Feb-2024 11:13 AM,Accepted-AOC,Accepted,28-Mar-2024 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,225076,M/s D.B.Enterprise,12-Feb-2024 10:41 PM,Rejected-Technical,Rejected,06-Mar-2024 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,225217,M/S HIRAKJYOTI ENTERPRISE,13-Feb-2024 12:43 PM,Rejected-AOC,Rejected,28-Mar-2024 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,225052,Punjab Engineering Company,13-Feb-2024 02:45 PM,Rejected-AOC,Rejected,28-Mar-2024 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,224880,SANTANU RAJKUMAR,13-Feb-2024 01:40 PM,Rejected-Technical,Rejected,06-Mar-2024 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,224103,Shantanu Borkotoky,10-Feb-2024 03:26 PM,Rejected-Technical,Rejected,06-Mar-2024 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,225220,Shantanu Madhab,13-Feb-2024 01:50 PM,Rejected-AOC,Rejected,28-Mar-2024 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,11,224938,Sri Subhasish Das,13-Feb-2024 11:04 AM,Rejected-Technical,Rejected,06-Mar-2024 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
