Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Guwahati Municipal Corporation,GER/CE/2461/2024/Part-I/5 Date_03/02/2025,2025_GMC_42568_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Part,06-Feb-2025 04:00 PM,06-Mar-2025 02:30 PM,06-Feb-2025 04:05 PM,06-Mar-2025 02:00 PM,NA ,NA ,21-Feb-2025 10:00 AM,06-Mar-2025 02:00 PM,09-Apr-2025 04:30 PM,"1,65,000",Yes,fixed,,Nil,Nil,1.0,Date Extension,Date,,1.0,SBI Bank,"1,700",Nil,Nil,No,"The Commissioner,GMC","Office of the Commissioner, GMC,Dispur-Ganeshguri, Guwahati-781006","Cleaning, Desilting and Maintenance of Drains as per package DSLT/D-III/09 under Mitigation of Urban Flood in Guwahati City under Guwahati Municipal Corporation for the year 2024-25","Cleaning, Desilting and Maintenance of Drains (as packaged) under Mitigation of Urban Flood in Guwahati City under Guwahati Municipal Corporation for the year 2024-25.",Please refer Tender Document ,NA ,"82,10,389",Miscellaneous Works,NA ,Tender,120.0,NA ,Guwahati,781006.0,Guwahati ,"Office of the Commissioner, GMC,Dispur-Ganeshguri, Guwahati-781006 ",16-Feb-2025 12:00 PM ,"O/o the Commissioner, GMC, Dispur-Ganeshguri,G-06",No ,No,AOC,19-Jun-2025,"INR 5,617,548.15",365.0,Chandan Talukdar,20-Jun-2025 11:20 PM,AOC_4.pdf (549.00 KB),1.0,259585.0,M/S BHARATI ASSOCIATES,INR,"5,617,548.15",1,259655,MADAN BORO,06-Mar-2025 01:51 PM,Rejected-AOC,Not Awarded,20-Jun-2025 11:20 PM,Finance,Bid has been opened and admitted for further evaluation,Chandan Talukdar,09-Apr-2025 05:33 PM,,BOQ Comparative Chart,Addl. Commissioner,Internal,,Chandan Talukdar,19-Jun-2025 03:12 PM,finsummary_68312.pdf (1565.27 KB),Guwahati Municipal Corporation,2025_GMC_42568_1,GER/CE/2461/2024/Part-I/5 Date_03/02/2025,"Cleaning, Desilting and Maintenance of Drains as per package DSLT/D-III/09 under Mitigation of Urban Flood in Guwahati City under Guwahati Municipal Corporation for the year 2024-25",Technical,Bid has been opened and admitted for further Evaluation,Chandan Talukdar,07-Mar-2025 01:47 PM,,"Addl. Commissioner,GMC1",Internal,,Chandan Talukdar,09-Apr-2025 03:34 PM,09-Apr-2025 04:30 PM,techsummary_68312.pdf (609.91 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Bid Downloaded from the portal,,,,,,,,,,,,,,,,2.0,Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,260469,MAINUL HAQUE CHOUDHURY,04-Mar-2025 10:38 PM,Rejected-AOC,Not Awarded,20-Jun-2025 11:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,259585,M/S BHARATI ASSOCIATES,06-Mar-2025 01:24 PM,Accepted-AOC,Awarded,20-Jun-2025 11:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,259632,M/S DEKA CONSTRUCTIONS AND ASSOCIATES,25-Feb-2025 04:08 PM,Rejected-Technical,As per Minutes,09-Apr-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,260652,M/S NILACHAL ENTERPRISE,06-Mar-2025 12:46 PM,Rejected-Technical,As per updated Minutes,09-Apr-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,260647,ONE TO TEN SOLUTION PRIVATE LIMITED,06-Mar-2025 12:18 PM,Rejected-Technical,As per Minutes,09-Apr-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,260617,Rahul Kalita,06-Mar-2025 01:34 PM,Rejected-Technical,As per updated Minutes,09-Apr-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,260627,Skyline Constructions,06-Mar-2025 01:05 PM,Rejected-AOC,Not Awarded,20-Jun-2025 11:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,260603,SRI DEEPANKAR DAIMARY,06-Mar-2025 01:14 PM,Rejected-AOC,Not Awarded,20-Jun-2025 11:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,260485,UJJAL_DJ_ENTERPRISE_JV,06-Mar-2025 11:25 AM,Rejected-AOC,Not Awarded,20-Jun-2025 11:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
