Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Guwahati Municipal Corporation,GGR/417/2022/257 Date_30/11/2024,2024_GMC_40762_1,Yes,Open Tender,Item Wise,Services,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Part,03-Dec-2024 05:20 PM,30-Jan-2025 02:30 PM,03-Dec-2024 05:25 PM,30-Jan-2025 02:00 PM,NA ,NA ,21-Dec-2024 10:00 AM,30-Jan-2025 02:00 PM,01-May-2025 05:00 PM,"20,000",No,fixed,,Nil,Nil,1.0,DATE AMENDMENT-2,Date,,1.0,SBI Bank,"1,000",Nil,Nil,No,"The Commissioner,GMC","Office of Commissioner, Guwahati Municipal Corporation , Ganeshguri, Guwahati-781006.",SERVICES OF CONSERVANCY VEHICLE/MACHINERY PROVIDERS FOR USAGE UNDER GUWAHATI MUNICIPAL CORPORATION,SERVICES OF CONSERVANCY VEHICLE/MACHINERY PROVIDERS FOR USAGE UNDER GUWAHATI MUNICIPAL CORPORATION,Please refer Bid Document.  ,NA ,,Shipping/ Transportation/ Vehicle,NA ,Tender,180.0,NA ,Guwahati,781006.0,Guwahati ,"Office of Commissioner, Guwahati Municipal Corporation , Ganeshguri, Guwahati-781006. ",12-Dec-2024 02:00 PM ,"O/o the Commissioner,GMC",No ,No,AOC,30-Jun-2025,INR 0,365.0,Chandan Talukdar,30-Jun-2025 02:45 PM,AOC_12.pdf (1580.00 KB),1.0,255701.0,AB VENTURE,INR,0.0,1,255701,AB VENTURE,20-Jan-2025 12:41 PM,Accepted-AOC,Awarded,30-Jun-2025 02:46 PM,Finance,Bid has been opened and admitted for further evaluation,Chandan Talukdar,02-May-2025 01:32 PM,,BOQ Comparative Chart,Addl. Commissioner,Internal,,Chandan Talukdar,17-Jun-2025 06:11 PM,finsummary_65926.pdf (978.60 KB),Guwahati Municipal Corporation,2024_GMC_40762_1,GGR/417/2022/257 Date_30/11/2024,SERVICES OF CONSERVANCY VEHICLE/MACHINERY PROVIDERS FOR USAGE UNDER GUWAHATI MUNICIPAL CORPORATION,Technical,Bid has been opened and admitted for further evaluation,Chandan Talukdar,30-Jan-2025 08:33 PM,,"Addl. Commissioner,GMC",Internal,,Chandan Talukdar,30-Apr-2025 03:53 PM,01-May-2025 05:00 PM,techsummary_65926.pdf (560.60 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Bid Document Downloaded from the Portal,,,,,,,,,,,,,,,,2.0,Consolidated Response to Queries,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,255688.0,SHREEMOYEE CONSTRUCTION,INR,0.0,2,254836,BISWAJIT PAUL,09-Jan-2025 12:36 PM,Rejected-Finance,As per uploaded Minutes,17-Jun-2025 06:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,255568.0,ONE TO TEN SOLUTION PRIVATE LIMITED,INR,0.0,3,252431,BRAHMA TRADERS,30-Jan-2025 12:57 PM,Accepted-AOC,Awarded,30-Jun-2025 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,252431.0,BRAHMA TRADERS,INR,0.0,4,254762,B R BUILDERS,09-Jan-2025 01:08 PM,Rejected-Finance,As per uploaded Minutes,17-Jun-2025 06:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,254841,GUWAHATI ENTERPRISE,09-Jan-2025 12:53 PM,Rejected-Technical,As per Minutes,30-Apr-2025 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,255735,MS MAA KAMAKHYA ENTERPRISE,20-Jan-2025 11:20 AM,Rejected-Technical,As per Minutes,30-Apr-2025 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,255568,ONE TO TEN SOLUTION PRIVATE LIMITED,27-Jan-2025 01:45 PM,Accepted-AOC,Awarded,30-Jun-2025 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,257307,SHREE LAKSHMI ENTERPRISES,29-Jan-2025 11:07 PM,Rejected-Technical,As per Minutes,30-Apr-2025 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,255688,SHREEMOYEE CONSTRUCTION,20-Jan-2025 12:33 PM,Accepted-AOC,Awarded,30-Jun-2025 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,254693,Socristo Enterprise,20-Jan-2025 11:52 AM,Rejected-Finance,As per uploaded Minutes,17-Jun-2025 06:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
