Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
Pr. Chief Conservator of Forest and Head of Forest Force||Research Education and Working Plans||Research and Education Circle||Assam Forest School,FS/Tender/APFBC/2024-25/12,2025_PCCF_44156_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,30-Apr-2025 10:00 AM,21-May-2025 11:30 AM,30-Apr-2025 11:00 AM,20-May-2025 05:00 PM,NA ,NA ,11-May-2025 03:00 PM,20-May-2025 05:00 PM,02-Jun-2025 05:00 PM,"39,800",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,No,"Director, Assam Forest School, Jalukbari","O/o the Director, Assam Forest School, Jalukbari, Guwahati-14","Renovation of Existing IB (Inspection Bungalow) at Assam Forest School, Jalukbari","Renovation of Existing IB (Inspection Bungalow) at Assam Forest School, Jalukbari",Please refer Tender documents. ,NA ,"19,90,000",Civil Works - Building,NA ,Tender,120.0,NA ,Jalukbari,781014.0,"O/o the Director, Assam Forest School, Jalukbari ","O/o the Director, Assam Forest School, Jalukbari, Guwahati-14 ",09-May-2025 01:00 PM ,"O/o the Director, Assam Forest School, Jalukbari",No ,No,AOC,16-Jun-2025,"INR 1,791,000",45.0,Dimpi Bora,18-Jun-2025 03:45 PM,WOIB.pdf (871.00 KB),1.0,268553.0,DIGI PRINTERS,INR,"1,791,000",1,268364,BIJIT BRAHMA,18-May-2025 01:09 PM,Rejected-Technical,"No form B7,No self attested auduted statement of accnt for last 3FY",02-Jun-2025 04:59 PM,Finance,All financial bids are opened and evaluated.,Nirod Kumar Sut,02-Jun-2025 05:10 PM,,BOQ Comparative Chart,Smti Dimpi Bora IFS,Internal,"Sri Nirod Kr Sut, ACF, Ms Panchali Hazarika, FR, Sri Rajib Kr Gogoi, FR",Dimpi Bora,10-Jun-2025 01:32 PM,finsummary_70414.pdf (2281.33 KB),Pr. Chief Conservator of Forest and Head of Forest Force||Research Education and Working Plans||Research and Education Circle||Assam Forest School,2025_PCCF_44156_1,FS/Tender/APFBC/2024-25/12,"Renovation of Existing IB (Inspection Bungalow) at Assam Forest School, Jalukbari",Technical,All technical bids are opened and evaluated.,Nirod Kumar Sut,02-Jun-2025 12:55 PM,,"Smti Dimpi Bora, IFS",Internal,"Sri Nirod Kumar Sut, ACF,Ms Panchali Hazarika, FR, Sri Rajib Kr Gogoi, FR",Dimpi Bora,02-Jun-2025 04:59 PM,02-Jun-2025 05:00 PM,techsummary_70414.pdf (2053.32 KB),1.0,Revocation Notice of Tender,The tender has been revoked due to inadvertent error in the evaluation process.,29-May-2025 03:51 PM,IBCorrigendum.pdf ,222.43,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,268441,B R ENTERPRISE,16-May-2025 08:06 PM,Rejected-Technical,"No similar construction work of Rs. 25L inthe last 3FY,No avg annual turnover of Rs. 80L in the last 3 FY",02-Jun-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,268553,DIGI PRINTERS,20-May-2025 01:28 PM,Accepted-AOC,Has the highest total value of civil works in the financial years 2021-22 to 2023-24.,18-Jun-2025 03:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,268471,J D ASSOCIATES,20-May-2025 03:02 PM,Rejected-Technical,No liquid asset/ credit facility issued after date of NIT,02-Jun-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,268560,Md. Faruk Hussain Talukdar,20-May-2025 03:54 PM,Rejected-Technical,"No form B7,No GSTR-1, No audited statement of acct for the last 3 FY",02-Jun-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,268128,M/S DARSHAN,17-May-2025 04:06 PM,Rejected-AOC,Does not have the highest total value of civil works in the financial years 2021-22 to 2023-24.,18-Jun-2025 03:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,268571,SD Enterprise,20-May-2025 02:17 PM,Rejected-Technical,No ITR for last 3 FY,02-Jun-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,268546,SRI KRISHANT BHARALI,20-May-2025 01:24 PM,Rejected-Technical,"No court fee stamp on B1, No form B7, No audited statement of acnt for the last 3 FY,No form B10",02-Jun-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,268410,Sri Tiken Ch. Barman,20-May-2025 01:49 PM,Rejected-AOC,Does not have the highest total value of civil works in the financial years 2021-22 to 2023-24.,18-Jun-2025 03:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,268452,THARAD TRADING CO.,20-May-2025 11:19 AM,Rejected-AOC,Does not have the highest total value of civil works in the financial years 2021-22 to 2023-24.,18-Jun-2025 03:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
