Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,CGM(Audit)/IA/APDCL/2023/04,2025_APDCL_42292_1,Yes,Open Tender,Turn-key,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.rar,Tender Documents,22-Jan-2025 04:00 PM,19-Feb-2025 01:00 PM,22-Jan-2025 04:00 PM,17-Feb-2025 01:00 PM,NA ,NA ,07-Feb-2025 04:00 PM,17-Feb-2025 01:00 PM,27-Feb-2025 01:00 PM,"1,00,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum1,Technical Bid,,1.0,SBI Bank,300.0,Nil,Nil,Yes,"O/o the CGM(Audit),APDCL,Bijulee Bhawan,Guwahati","O/o the Chief General Manager (Audit) Assam Power Distribution Company Ltd.,4th Floor Bijulee Bhawan, Paltan Bazar, Guwahati",Selection of Internal Appointment of Internal Auditor in APDCL for the financial year 2024-25(PKG-1),Selection of Internal Appointment of Internal Auditor in APDCL for the financial year 2024-25(PKG-1),Please refer Tender documents. ,NA ,"12,70,860",Miscellaneous Services,NA ,Tender,180.0,365.0,Guwahati,781001.0,"O/o the CGM(Audit),APDCL,Bijulee Bhawan,Guwahati ","O/o the Chief General Manager (Audit) Assam Power Distribution Company Ltd.,4th Floor Bijulee Bhawan, Paltan Bazar, Guwahati ",03-Feb-2025 01:00 PM ,"O/o the CGM(Audit),APDCL,Bijulee Bhawan,Guwahati",No ,No,AOC,1,258660,A JOHN MORIS & CO,16-Feb-2025 08:09 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD AND TENDER PROCESSING FEE NOT DEPOSITED AS PER CLAUSE 11.9 OF THE TENDER DOCUMENT,21-Feb-2025 04:42 PM,Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,2025_APDCL_42292_1,CGM(Audit)/IA/APDCL/2023/04,Selection of Internal Appointment of Internal Auditor in APDCL for the financial year 2024-25(PKG-1),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,258596,AMIT RAY AND COMPANY,16-Feb-2025 07:16 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD AND TENDER PROCESSING FEE NOT DEPOSITED AS PER CLAUSE 11.9 OF THE TENDER DOCUMENT,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,258505,Asija and Associates LLP,16-Feb-2025 09:49 AM,Not Admitted-Fee/PreQual/Technical,Others-EMD amount and Tender fees not deposited as per Clause 11.9 of the Tender Document.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,258425,BANDYOPADHYAYA BHAUMIK AND CO,17-Feb-2025 11:44 AM,Not Admitted-Fee/PreQual/Technical,Others-EMD amount and Tender fees not deposited as per Clause 11.9 of the Tender Document.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,258404,BISWAS DASGUPTA DATTA AND ROY,14-Feb-2025 04:10 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD amount and Tender fees not deposited as per Clause 11.9 of the Tender Document.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,258796,B L PUROHIT & CO,17-Feb-2025 12:58 PM,Rejected-Finance,QCBS final score is 91.43,03-Mar-2025 04:07 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,258513,C K PRUSTY AND ASSOCIATES,15-Feb-2025 04:00 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD amount and Tender fees not deposited as per Clause 11.9 of the Tender Document.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,258476,DIWAN KUNWARIYA AND CO,17-Feb-2025 11:31 AM,Not Admitted-Fee/PreQual/Technical,Others-EMD amount and Tender fees not deposited as per Clause 11.9 of the Tender Document.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,257945,D N DOKANIA & ASSOCIATES,14-Feb-2025 05:27 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD amount and Tender fees not deposited as per Clause 11.9 of the Tender Document.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,258817,GOYAL PARUL AND CO,17-Feb-2025 12:27 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD AND TENDER PROCESSING FEE NOT DEPOSITED AS PER CLAUSE 11.9 OF THE TENDER DOCUMENT,21-Feb-2025 04:42 PM,,,,,AOC
