Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
Pr. Chief Conservator of Forest and Head of Forest Force||Research Education and Working Plans||Research and Education Circle||Assam Forest School,FS/Tender/APFBC/2024-25/10,2025_PCCF_44141_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,29-Apr-2025 10:00 AM,20-May-2025 11:00 AM,29-Apr-2025 11:00 AM,19-May-2025 05:00 PM,NA ,NA ,09-May-2025 03:00 PM,19-May-2025 05:00 PM,02-Jun-2025 03:35 PM,"63,260",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,No,"Director, Assam Forest School, Jalukbari","o/o the Director, Assam Forest School, Jalukbari, Guwahati-14","Renovation of Existing Boys Hostel Building at Assam Forest School, Jalukbari","Renovation of Existing Boys Hostel Building at Assam Forest School, Jalukbari",Please refer Tender documents. ,NA ,"31,63,000",Civil Works - Building,NA ,Tender,120.0,NA ,Jalukbari,781014.0,"o/o the Director, Assam Forest School, Jalukbari ","o/o the Director, Assam Forest School, Jalukbari, Guwahati-14 ",07-May-2025 01:00 PM ,"o/o the Director, Assam Forest School, Jalukbari",No ,No,AOC,16-Jun-2025,"INR 2,846,700",45.0,Dimpi Bora,18-Jun-2025 03:52 PM,WOBoys.pdf (759.00 KB),1.0,268500.0,DIGI PRINTERS,INR,"2,846,700",1,268391,4 line architects,19-May-2025 04:39 PM,Rejected-Technical,"No court fee stamp on Form B1, no audited statement of accounts for last 3FY, no Liquid asset/credit facility issued after date of NIT, no up to date Labour license, no similar work exp. amounting to Rs. 30 L",02-Jun-2025 03:32 PM,Finance,All financial bids are opened and evaluated,Dimpi Bora,02-Jun-2025 04:33 PM,,BOQ Comparative Chart,Smti Dimpi Bora IFS,Internal,"Sri Nirod Kr Sut, ACF, Ms Panchali Hazarika, FR, Sri Rajib Kr Gogoi, FR",Dimpi Bora,10-Jun-2025 01:22 PM,finsummary_70401.pdf (2540.13 KB),Pr. Chief Conservator of Forest and Head of Forest Force||Research Education and Working Plans||Research and Education Circle||Assam Forest School,2025_PCCF_44141_1,FS/Tender/APFBC/2024-25/10,"Renovation of Existing Boys Hostel Building at Assam Forest School, Jalukbari",Technical,All technical bids are opened and evaluated.,Dimpi Bora,02-Jun-2025 12:50 PM,,"Smti Dimpi Bora, IFS",Internal,"Sri Nirod Kr Sut, ACF,Ms Panchali Hazarika, FR,Sri Rajib Kr Gogoi, FR.",Dimpi Bora,02-Jun-2025 03:32 PM,02-Jun-2025 03:35 PM,techsummary_70401.pdf (1936.07 KB),1.0,Revocation Notice of Tender,The tender has been revoked due to inadvertent error in the evaluation process.,29-May-2025 03:32 PM,Boyshostelcorrigendum.pdf ,220.33,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,268545,Airsense,19-May-2025 04:15 PM,Rejected-Technical,"No Form B5, No liquid asset/credit facility issued after the date of NIT, No liquid asset/credit facility amounting to Rs. 40 L issued after the date of NIT.",02-Jun-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,268365,BIJIT BRAHMA,18-May-2025 01:07 PM,Rejected-Technical,"No Form B7, no audited statement of accounts for last 3FY.",02-Jun-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,268402,B R ENTERPRISE,17-May-2025 10:49 AM,Rejected-Technical,"No similar work exp. amounting to Rs. 30 L, no avg. annual turnover for last 3FY amounting to Rs. 1Cr",02-Jun-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,268500,DIGI PRINTERS,19-May-2025 11:38 AM,Accepted-AOC,Has the highest total value of civil works in the financial years 2021-22 to 2023-24.,18-Jun-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,268460,J D ASSOCIATES,19-May-2025 11:44 AM,Rejected-Technical,"No liquid asset/credit facility issued after the date of NIT, No liquid asset/credit facility amounting to Rs. 40 L issued after the date of NIT",02-Jun-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,268125,M/S DARSHAN,17-May-2025 04:18 PM,Rejected-AOC,Does not have the highest total value of civil works in the financial years 2021-22 to 2023-24.,18-Jun-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,268519,SD Enterprise,19-May-2025 04:04 PM,Rejected-Technical,No ITR for last 3FY.,02-Jun-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,268412,Sri Tiken Ch. Barman,19-May-2025 01:04 PM,Rejected-AOC,Does not have the highest total value of civil works in the financial years 2021-22 to 2023-24.,18-Jun-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,268449,THARAD TRADING CO.,19-May-2025 10:51 AM,Rejected-AOC,Does not have the highest total value of civil works in the financial years 2021-22 to 2023-24.,18-Jun-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
