Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"CE/TB-VI/RIDF-XXX/1/2024/17 Dated Guwahati the 17th March, 2025",2025_PWBNH_44092_19,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,19-Apr-2025 11:00 AM,15-May-2025 03:00 PM,19-Apr-2025 11:00 AM,15-May-2025 02:00 PM,NA ,NA ,19-Apr-2025 11:00 AM,15-May-2025 02:00 PM,25-Jul-2025 04:20 PM,"14,43,700",Yes,percentage,2.0%,Nil,Nil,1.0,Extension Notice,Date,,1.0,SBI Bank,"14,500",Nil,Nil,No,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Derapathar High School, Lanka Hojai (Gr-38)","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Derapathar High School, Lanka Hojai (Gr-38)",Please refer Tender documents. ,NA ,"7,21,85,000",Civil Works - Building,NA ,Tender,180.0,730.0,HOJAI,782435.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",21-Apr-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,AOC,24-Oct-2025,"INR 64,964,777",730.0,Chandana Basumatary,24-Oct-2025 01:56 PM,WOGR38.pdf (2109.00 KB),1.0,268285.0,Rishabh Jain,INR,"64,964,777",1,267872,AJ Enterprise,15-May-2025 01:52 PM,Rejected-Technical,Non-Responsive,25-Jul-2025 04:16 PM,Finance,Summary,ABIDUR RAHMAN,25-Jul-2025 04:33 PM,finance_70349.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,Chandana Basumatary,24-Oct-2025 01:53 PM,finsummary_70349.pdf (2109.44 KB),Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_44092_19,"CE/TB-VI/RIDF-XXX/1/2024/17 Dated Guwahati the 17th March, 2025","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Derapathar High School, Lanka Hojai (Gr-38)",Technical,Summary,Chandana Basumatary,17-May-2025 05:04 PM,technical_70349.pdf,CE PWD(Bldg),Internal,,Chandana Basumatary,25-Jul-2025 04:16 PM,25-Jul-2025 04:20 PM,techsummary_70349.pdf (1020.09 KB),AOC
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,268233,Biren Deka,15-May-2025 11:51 AM,Rejected-Technical,Non-Responsive,25-Jul-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,268132,GANPATI CONSTRUCTION COMPANY,15-May-2025 11:24 AM,Rejected-AOC,L3,24-Oct-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,267810,M/S B.N.Garodia Construction & Engineering Pvt.Ltd.,15-May-2025 10:49 AM,Rejected-Technical,Non-Responsive,25-Jul-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,268329,M/s M.P. Khaitan,15-May-2025 12:27 PM,Rejected-AOC,L2,24-Oct-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,267630,M/S T R Infra Developers,14-May-2025 06:12 PM,Rejected-Technical,Non-Responsive,25-Jul-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,267859,NRIPEN NATH,06-May-2025 06:54 PM,Rejected-Technical,Non-Responsive,25-Jul-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,268285,Rishabh Jain,15-May-2025 12:54 PM,Accepted-AOC,Work Order Issued,24-Oct-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,268307,Simanta Das,14-May-2025 06:18 PM,Rejected-Technical,Non-Responsive,25-Jul-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,268351,SUMIT CHACHAN,15-May-2025 12:59 AM,Not Admitted-Fee/PreQual/Technical,Others-Hard Copy Not Submitted,17-May-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,11,267868,SWARAJ INFRA,14-May-2025 10:15 PM,Not Admitted-Fee/PreQual/Technical,Others-Hard Copy Not Submitted,17-May-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
